chr	Start	End	Length	rpm	smoothPeak	midpoint	avgWT_count	overlap_wt
752	5	42201	42444	244	166.048572993137	42280	42284	136.429105850531	1
753	5	42687	42956	270	587.319162620181	42850	42861	451.548274128354	1
754	5	46025	46631	607	198.723890378052	46161	46165	219.323011106526	1
755	5	51691	51830	140	69.3855449736881	51760	51757	151.415547070653	1
756	5	56329	56534	206	390.030262145695	56430	56422	152.086216440319	1
757	5	58140	58238	99	28.4047267877561	58190	58187	111.142450908031	1
758	5	59331	59504	174	79.2891755053361	59438	59431	93.0235324221532	1
759	5	60915	61061	147	63.8941981621421	60984	60986	62.4190287205011	1
760	5	61993	62125	133	79.1601975047972	62061	62058	34.7053645230785	1
761	5	66827	67019	193	72.8512925695453	66907	66923	135.444815490443	1
762	5	68917	69773	857	2840.83397329838	69349	69349	2226.25456586523	1
763	5	70198	70391	194	254.150904517894	70295	70297	134.387099991402	1
764	5	77561	77829	269	628.729421939316	77670	77667	839.53335157211	1
765	5	80197	80373	177	70.3587506615097	80292	80285	147.152912603224	1
766	5	82837	82917	81	26.123143219134	82877	82853	22.2080209762323	1
767	5	84991	85503	513	171.083929820638	85440	85209	258.449066323894	1
768	5	90057	90094	38	19.5341032493061	90076	90081	32.45576243461	1
769	5	94003	94130	128	77.8218425192281	94059	94053	29.3787011879602	1
770	5	98018	98076	59	22.2473732161701	98049	98044	81.7588511156481	1
771	5	99171	99232	62	25.8177952267629	99199	99198	5.01162687107923	0
772	5	99461	99618	158	166.85896880067	99537	99541	36.193120781524	1
773	5	100380	100595	216	147.402234647426	100485	100490	251.317766613462	1
774	5	106905	107205	301	443.815577147168	107109	107107	292.048608649287	1
775	5	110616	110752	137	83.4030884536531	110682	110683	88.0440084835904	1
776	5	116035	116113	79	32.4692760966353	116073	116077	44.0212326490925	1
777	5	116401	116489	89	48.2212103366775	116455	116456	14.744313572503	0
778	5	116945	117057	113	53.9859563876815	116996	116993	18.0914584394866	1
779	5	117665	117903	239	181.184137729472	117809	117809	197.931844567289	1
780	5	123133	123618	486	438.662830782527	123233	123237	328.539142512316	1
781	5	124242	124342	101	37.3028085490406	124294	124291	42.2016805237075	1
782	5	128374	128443	70	27.0151572273388	128410	128402	53.4673556316052	1
783	5	131473	131717	245	564.017392036573	131626	131624	175.077313567065	1
784	5	132609	133019	411	282.555904922545	132767	132785	557.19924697269	1
786	5	141193	141470	278	336.157204765075	141324	141326	306.296279848395	1
787	5	152827	153237	411	354.727324812185	153122	153122	198.684744396937	1
788	5	159126	159520	395	399.243735235661	159362	159318	981.740725254603	1
789	5	160232	160533	302	183.32457540894	160326	160372	422.89106283578	1
790	5	162428	162595	168	149.284869229977	162508	162513	156.723795982106	1
791	5	167639	167705	67	24.063076368598	167672	167660	30.832943243638	1
792	5	171902	172047	146	72.4136590354433	171985	171984	81.1584234457533	1
793	5	174602	175117	516	695.608985606159	174861	174875	594.516050771606	1
794	5	177596	177695	100	40.6870908483862	177650	177662	19.628331723732	1
795	5	178559	178771	213	158.690944209412	178655	178642	63.5393096457633	1
796	5	182368	182483	116	46.8049712126835	182424	182425	163.275185254789	1
797	5	184405	184485	81	25.3198453449215	184448	184462	60.1817593029554	1
798	5	188031	188296	266	606.471401823165	188128	188120	311.822766335961	1
799	5	192294	192377	84	28.9120520593835	192334	192354	16.7487044803719	1
800	5	192614	192707	94	29.200105877964	192660	192650	17.185060993327	1
801	5	193254	193334	81	34.3368617704351	193298	193295	4.22670990735289	0
802	5	193908	193970	63	25.7579939213864	193936	193936	3.91836768277425	0
803	5	194610	195160	551	565.046487924908	194727	194890	700.29167005555	1
804	5	196064	196112	49	26.7564125670032	196096	196096	5.22155113143564	0
805	5	196693	196864	172	65.5421180532662	196762	196783	196.584763371406	1
806	5	201867	202123	257	845.14225035184	201987	201999	715.137735968473	1
807	5	204755	205183	429	248.791569631184	205040	205030	225.781963027165	1
808	5	207338	207477	140	36.384519306888	207391	207402	15.6692581034687	1
809	5	208648	208779	132	77.1908184363981	208720	208718	109.280317282805	1
810	5	210366	210493	128	53.082989671175	210428	210442	149.004122108619	1
811	5	211674	211802	129	49.149663627874	211745	211746	71.1611915274733	1
812	5	213179	213431	253	107.29349670124	213243	213263	302.725888541144	1
813	5	214900	215008	109	47.6713779334643	214956	214967	98.4119645651854	1
814	5	221657	221778	122	44.8016717432269	221718	221721	44.0535913779524	1
815	5	222323	222582	260	195.133687503161	222498	222497	177.715515589397	1
816	5	223094	223259	166	145.1568167449	223178	223173	80.4575449669278	1
817	5	225314	225850	537	646.179701986072	225742	225739	685.350963169832	1
818	5	228270	228421	152	101.002674599036	228344	228347	129.753308431154	1
819	5	229475	229733	259	263.372054966396	229631	229624	503.312076404436	1
820	5	237237	237603	367	869.901946340344	237396	237392	452.510475748423	1
821	5	238105	238510	406	205.032433175102	238202	238207	501.880722230551	1
822	5	239754	239919	166	105.574822796438	239834	239829	37.2513340569855	1
823	5	241952	243081	1130	1465.56090035377	242368	242300	585.063169665316	1
824	5	246727	246853	127	66.8064114839653	246785	246780	43.5786013937372	1
825	5	248192	248476	285	157.631267652638	248402	248395	74.648532088639	1
826	5	250451	250598	148	74.9986189482921	250518	250521	54.4956332143461	1
827	5	251400	251558	159	71.5062017888582	251480	251489	147.389227371392	1
828	5	254455	254594	140	68.3186175794325	254521	254515	130.637675712382	1
829	5	258138	258297	160	72.5648160694803	258214	258211	182.928932210911	1
830	5	260094	260319	226	173.612001639674	260220	260235	78.5328901818934	1
831	5	261316	261367	52	12.5459935806732	261340	261329	2.95244925176728	0
832	5	261626	261792	167	79.9023581805858	261701	261703	38.9050144243598	1
833	5	264258	264771	514	1006.85727680541	264477	264468	360.114969616865	1
834	5	266105	266266	162	65.9340576273244	266196	266195	36.0216638425861	1
835	5	268295	268705	411	402.118535519647	268429	268426	425.363621970293	1
836	5	271658	271732	75	27.9775309195929	271698	271698	55.2647056399778	1
837	5	272277	272395	119	55.9705050775659	272338	272333	46.4127339455427	1
838	5	280888	281070	183	358.424173749956	280979	280979	135.471836908773	1
839	5	281374	281507	134	80.0120703591896	281432	281430	45.8085184979676	1
840	5	284588	284998	411	187.429265871632	284917	284888	194.711514777275	1
841	5	287229	287363	135	59.9823832058155	287301	287310	40.9152057670072	1
842	5	291588	291831	244	71.8427098748846	291777	291756	133.703603937235	1
843	5	292642	292939	298	586.691293174382	292778	292786	408.09751263423	1
844	5	295129	295305	177	83.9622962466523	295222	295223	129.484032573176	1
845	5	298493	298653	161	85.9591335378859	298580	298583	112.370439102641	1
846	5	303434	303808	375	256.799246894206	303597	303597	309.946721128766	1
847	5	311414	312034	621	261.640424513721	311494	311638	516.620533811867	1
848	5	316558	316730	173	68.5551832062701	316661	316662	74.2588862944996	1
849	5	318506	318875	370	534.122879612315	318725	318703	577.844499335638	1
850	5	319839	319887	49	20.2121249938004	319862	319868	16.279981001407	1
852	5	326038	326211	174	197.929452851263	326128	326126	128.60979173241	1
853	5	327026	327179	154	96.0150719010309	327085	327085	119.844427011448	1
854	5	332947	333097	151	111.663635427958	333023	333021	61.2704652995124	1
855	5	335407	336102	696	2562.13347808928	335817	335804	774.415278551997	1
856	5	337705	337855	151	59.6465430663128	337791	337794	238.555573829204	1
857	5	342363	342659	297	217.290220033034	342560	342510	266.869225934104	1
858	5	349515	349920	406	189.506626895958	349786	349771	396.835533884087	1
859	5	351329	351469	141	67.6729389174802	351398	351384	27.4170466778027	1
860	5	355027	355114	88	33.0581873775084	355065	355059	41.9359148088957	1
861	5	359181	359519	339	166.374216892169	359431	359420	387.313254175986	1
862	5	364154	364306	153	101.724265751269	364229	364228	34.6435946184851	1
863	5	372094	372232	139	81.6735825532834	372154	372150	140.789491065849	1
864	5	377726	378623	898	991.754658715289	377999	378002	704.389916603159	1
865	5	382374	382476	103	41.1853143471224	382426	382422	102.677058170997	1
866	5	386865	386990	126	42.9167918956365	386921	386911	46.4315614526034	1
867	5	394100	394232	133	57.5153278724699	394169	394178	86.4327337589563	1
868	5	396463	396509	47	21.4861881439146	396485	396484	4.16443399079216	0
869	5	399265	399481	217	195.852365443831	399393	399394	201.889432076856	1
870	5	400808	401132	325	624.626284656686	401028	401026	475.290793059782	1
871	5	402067	402239	173	101.545376877503	402150	402142	28.8972587264645	0
872	5	404393	404534	142	56.642853303095	404461	404463	146.7408046232	1
873	5	406728	406910	183	161.659256965791	406808	406800	51.9235497671972	1
874	5	409398	409680	283	143.907845839847	409481	409523	598.310365462212	1
875	5	414214	414462	249	148.959193139518	414384	414375	466.838210511774	1
876	5	415714	415811	98	30.3136366042551	415764	415775	109.397808165391	1
877	5	416508	416748	241	252.808606236036	416604	416603	490.467347520322	1
878	5	422552	422776	225	219.69765915659	422670	422673	151.144457367764	1
879	5	424427	424574	148	102.866164072386	424499	424502	59.5549293602882	1
880	5	430785	431402	618	580.765378944458	430963	430981	248.553151707447	1
881	5	432270	432448	179	87.5699461994945	432373	432385	137.893534956228	1
882	5	432825	433051	227	186.923912248149	432956	432974	168.105036925015	1
883	5	435631	435733	103	48.3190282435611	435687	435686	45.5619433434354	1
884	5	438958	439365	408	112.364777769369	439270	439250	233.17614087366	1
885	5	442317	442452	136	50.9631215152626	442382	442386	104.052410465267	1
886	5	451407	451534	128	49.0621304827682	451473	451480	140.815187398603	1
887	5	453087	453428	342	3400.69861493444	453303	453301	536.080533518242	1
888	5	460231	460433	203	107.555943232396	460332	460358	72.684185444866	1
889	5	461384	463662	2279	2505.26665356902	462098	462100	1396.08169478653	1
890	5	465010	465073	64	22.1436081734264	465042	465045	25.68057534331	1
891	5	467551	468150	600	328.441524616923	468062	468038	357.203280704825	1
892	5	473966	475000	1035	1217.8783709188	474614	474607	1146.42812423554	1
893	5	483005	483307	303	592.297784258029	483226	483225	443.774589029255	1
894	5	484308	484493	186	220.561088282955	484398	484399	457.417690397379	1
895	5	490837	492328	1492	1588.26824589051	491048	491081	1311.51740618361	1
896	5	502922	502980	59	25.0761495933373	502955	502960	17.8737531697221	0
897	5	503808	503946	139	56.3841086427594	503873	503873	96.0375250086612	1
898	5	522719	522864	146	100.531120663877	522769	522769	389.736307861074	1
899	5	526730	526991	262	441.790766590737	526899	526903	194.52243820653	1
900	5	541520	541579	60	20.7310709202532	541546	541548	39.7412499058993	1
901	5	545011	545340	330	81.3646855942523	545069	545131	94.4609879796138	1
902	5	546515	546682	168	137.771488312873	546590	546592	215.90639024483	1
903	5	548150	548252	103	56.7038375973581	548199	548196	63.4925197371205	1
904	5	560476	560592	117	44.2345451662231	560534	560528	78.4839341951952	1
906	6	19715	19776	62	24.0915968675851	19746	19750	7.51948157459682	0
907	6	27456	27667	212	112.174147528043	27593	27591	49.3762285329247	1
908	6	27984	28179	196	98.936934229535	28081	28061	216.396517610931	1
909	6	30880	31567	688	1301.07310038331	31210	31219	765.695924777083	1
910	6	32077	32331	255	57.0598851222144	32118	32146	293.770405390046	1
911	6	36079	36199	121	42.7453067635117	36135	36137	226.388844712316	1
912	6	36520	36796	277	223.789119454514	36724	36678	689.664079517175	1
913	6	40255	40477	223	140.120791970876	40394	40381	223.589206111727	1
914	6	44487	44696	210	158.927236219355	44589	44592	508.138830550872	1
915	6	47877	48017	141	33.7185206185832	47979	47963	23.4876718400499	1
916	6	48964	49171	208	102.675686735221	49054	49063	483.018030411109	1
917	6	54910	55063	154	97.5378685665976	54981	54977	252.769193071706	1
918	6	58291	58369	79	23.7587906523795	58330	58350	59.7802366811969	1
919	6	74569	74917	349	3148.35223554115	74693	74696	918.445812385999	1
921	6	76399	76773	375	1131.28973428672	76546	76558	584.849549144604	1
922	6	80303	80432	130	64.1546730451541	80368	80370	62.7773172972125	1
923	6	90777	90869	93	36.8544959235319	90821	90821	28.6937208331089	1
924	6	95147	96149	1003	5019.85382865302	95767	95759	4696.07594849758	1
925	6	103352	103485	134	52.4110357752748	103416	103409	25.695115969981	1
926	6	106315	106860	546	245.879388500787	106395	106562	327.114365512999	1
927	6	110078	110200	123	65.6609320047612	110144	110142	46.2370412824271	1
928	6	111904	112065	162	208.374570481064	111982	111983	107.097598517557	1
929	6	114055	114254	200	428.571877550745	114162	114164	285.927618891408	1
930	6	114526	114763	238	134.158953500323	114625	114637	176.380773991646	1
931	6	115771	115890	120	51.8762522808129	115823	115822	345.211231152814	1
932	6	119153	119289	137	85.5463186319502	119216	119211	165.245524634843	1
933	6	129961	130084	124	51.7412064316799	130013	130021	209.197897860017	1
934	6	131349	131765	417	752.689166635034	131455	131460	581.905176965525	1
935	6	137196	137434	239	132.923695610974	137280	137286	583.721653019184	1
936	6	144152	144396	245	197.708571888273	144299	144313	54.3318315893717	1
937	6	155909	155965	57	22.8122545281346	155932	155921	19.5210719942762	1
938	6	160301	160436	136	44.5793663658829	160372	160370	143.053720391346	1
939	6	162207	162431	225	77.2207955411667	162276	162288	191.388028457868	1
941	6	169272	169759	488	152.104664546987	169362	169395	400.09722618877	1
942	6	173377	173568	192	78.172731567482	173442	173458	156.19861001616	1
943	6	174049	174182	134	57.537506905968	174117	174115	88.6812358631247	1
944	6	176615	176969	355	124.843598494451	176906	176892	139.217729203563	1
945	6	181993	182120	128	43.3138899462971	182055	182059	87.8076896171372	1
946	6	182566	183066	501	146.881469976989	182980	182965	83.3988367127125	1
947	6	183997	184532	536	333.325756601813	184077	184305	248.164191584259	1
948	6	191584	191710	127	51.9973114973473	191645	191644	140.006926565686	1
949	6	192322	192622	301	2949.56896230534	192457	192448	1091.52826484003	1
950	6	196357	196390	34	13.0950373246286	196374	196384	16.1430122117303	1
952	6	198981	199910	930	557.578479016056	199070	199477	255.078297254753	1
953	6	203410	204253	844	683.302897384942	204159	204146	1025.47937176852	1
954	6	204852	205115	264	246.185919482045	204944	204947	175.533413064616	1
955	6	205728	205969	242	281.989325579331	205878	205878	179.544869192789	1
956	6	206264	206554	291	568.417298634018	206416	206408	394.992715942116	1
957	6	207163	207440	278	560.286196176689	207287	207278	384.463641620974	1
958	6	207843	207983	141	102.216147784516	207921	207922	19.7522441383299	1
959	6	210129	210881	753	1539.58970967674	210517	210517	868.292170233266	1
960	6	213068	213197	130	83.2440126356115	213147	213148	63.9855895103793	1
961	6	224003	224103	101	36.982805977547	224054	224051	25.6895702874176	1
962	6	224955	225546	592	661.397126348547	225433	225410	585.60605706698	1
963	6	225997	226911	915	2233.17611388557	226166	226163	1232.50065954925	1
964	6	227456	227579	124	56.2608041611857	227517	227514	27.9684642663587	1
965	6	229180	229249	70	19.5032167725457	229211	229213	123.699769531279	1
966	6	233609	233913	305	669.364573936449	233808	233807	398.602865916493	1
967	6	237494	237529	36	15.0930576047488	237511	237524	24.5464620102001	1
968	6	239807	239873	67	27.1204995885981	239839	239842	14.5750553248748	1
969	6	241479	241645	167	66.2589450585255	241586	241583	196.197171666788	1
971	6	244204	244292	89	31.3230079581735	244252	244254	55.1023748506735	1
972	6	245116	245450	335	277.219690632751	245359	245326	202.010180560432	1
973	6	245908	246097	190	99.1471039096907	246026	246037	277.700831674528	1
974	6	248053	248321	269	265.992601120125	248169	248199	248.784540415392	1
975	6	251881	252405	525	309.276908291282	252318	252293	231.078851557097	1
976	6	255271	256028	758	487.941866740569	255410	255432	354.133069144633	1
977	6	261078	261258	181	71.2403270037758	261195	261181	75.9177548586868	1
978	6	263119	263434	316	979.981261627655	263304	263281	125.930440523547	1
979	6	263688	264026	339	436.67072544684	263849	263848	707.751297622332	1
980	6	268432	268516	85	29.1185198687184	268473	268470	14.7763412782276	0
981	7	10259	10353	95	35.5318577932378	10306	10305	30.5928570325729	1
982	7	20405	20701	297	175.840640410771	20487	20540	188.593998665178	1
983	7	23462	23625	164	55.4184274093135	23564	23557	345.24452100164	1
984	7	31749	31869	121	38.0448485120951	31815	31822	23.6328411499534	0
985	7	35292	35455	164	123.799759505685	35376	35377	89.9940255751537	1
986	7	38890	39016	127	63.5818407577583	38956	38960	69.5869534753983	1
987	7	41194	41375	182	296.061753313538	41282	41283	349.593927439733	1
988	7	45268	45447	180	296.733554305277	45348	45344	124.231550176662	1
989	7	48447	48572	126	65.533136993109	48511	48515	142.449704837837	1
990	7	49339	49409	71	26.0614909783472	49375	49369	21.4016706957966	1
991	7	52566	52641	76	35.547301031618	52608	52609	178.797345800212	1
992	7	53658	53851	194	270.325423383286	53755	53759	230.727843247873	1
993	7	54133	54307	175	170.184938591847	54221	54220	117.737743151876	1
994	7	56163	56233	71	30.0455165541334	56204	56206	283.856484083424	1
995	7	58894	59017	124	74.9141197274835	58963	58964	131.444297390711	1
996	7	63729	63815	87	34.54332957977	63774	63771	18.9061134991457	1
997	7	67204	67474	271	108.601753869306	67405	67399	77.7042040433562	1
998	7	73257	73362	106	41.5313185356689	73311	73312	10.7552547925158	0
1000	7	74332	74737	406	176.817910107616	74651	74646	173.672512673329	1
1001	7	75719	76834	1116	1322.74603985512	76260	76267	1453.46093219746	1
1002	7	79095	79194	100	36.503333258383	79144	79151	116.735971114902	1
1003	7	80457	80637	181	207.359010565817	80550	80550	125.659392436089	1
1004	7	80988	81660	673	1897.83909880636	81355	81361	563.674704245031	1
1005	7	82301	82467	167	127.29888026881	82383	82379	151.584605159764	1
1006	7	84338	84662	325	644.089360275419	84514	84514	339.526481948264	1
1007	7	87127	87363	237	209.992633980153	87202	87201	84.5423768573425	1
1008	7	91334	91463	130	63.5813257153954	91399	91389	112.717009595683	1
1009	7	92328	92455	128	41.9593030630899	92382	92379	135.343893209358	1
1010	7	93566	93816	251	153.107332297214	93728	93722	206.759149835681	1
1011	7	94898	95017	120	68.9266739695066	94948	94942	28.1556221845285	1
1012	7	97033	97354	322	473.160192785358	97126	97131	170.707006449779	1
1013	7	107675	107884	210	74.3186255556533	107832	107824	206.767668282778	1
1014	7	114807	114986	180	124.351169227414	114889	114880	336.468858801983	1
1015	7	115345	115901	557	883.313413131352	115710	115710	676.651003505758	1
1016	7	121052	121247	196	529.271570135183	121148	121146	284.141384592032	1
1017	7	122105	122519	415	255.650822012012	122433	122429	265.346920305643	1
1018	7	123297	123621	325	396.389866613432	123404	123421	718.84412803872	1
1019	7	124244	124544	301	647.451246254252	124346	124351	354.471268726221	1
1020	7	129304	129818	515	572.54098130175	129397	129409	144.385386376347	1
1021	7	141758	142201	444	545.107915074727	142109	142102	395.193165241488	1
1022	7	144225	144768	544	425.155099264697	144541	144542	310.202629629241	1
1023	7	157649	157739	91	33.3820125325568	157696	157691	30.273011792924	1
1024	7	159218	159638	421	576.537842712675	159325	159342	292.190615300687	1
1025	7	165213	166886	1674	1645.74355332191	166328	166339	1240.96881569339	1
1026	7	167514	167688	175	56.7801444172674	167552	167548	140.975054022646	1
1027	7	173917	174025	109	88.0132532525618	173975	173977	18.6206868164207	0
1028	7	174470	174572	103	32.8348197240118	174528	174542	127.820966335888	1
1029	7	180536	180629	94	24.7805713203811	180588	180582	176.978872216448	1
1030	7	185804	185937	134	102.103401681615	185871	185875	35.2348136512225	1
1031	7	190278	190351	74	24.3135079153002	190314	190306	60.5218174755318	1
1032	7	190899	191120	222	100.578391942436	191043	191033	235.558625707812	1
1033	7	191851	191971	121	44.1517761680908	191912	191917	86.4747069448369	1
1034	7	196578	197965	1388	1719.16024224578	197521	197507	1804.18181536018	1
1035	7	200163	200477	315	566.639306274776	200374	200370	395.649998460018	1
1036	7	205959	206760	802	225.991330087503	206404	206411	336.2511530946	1
1037	7	210136	210325	190	152.009518426198	210254	210251	157.311708962601	1
1038	7	213881	213949	69	38.8884082528541	213912	213915	44.7222430707139	1
1039	7	217310	217401	92	22.9239383548829	217349	217357	151.351226122071	1
1040	7	225658	226356	699	1901.02241780523	225964	225964	1397.24540092686	1
1041	7	229825	230001	177	102.485724440419	229930	229923	144.31055584028	1
1042	7	234608	234691	84	29.9334383977562	234652	234652	133.510513785542	1
1043	7	238140	238194	55	20.9879646451784	238167	238158	14.7440880266314	1
1044	7	245189	245399	211	231.596485278103	245295	245301	245.630178377623	1
1045	7	249625	249836	212	131.479088892154	249759	249760	430.550093191751	1
1046	7	253957	254441	485	243.739312959521	254275	254263	229.546432449461	1
1047	7	255302	255544	243	370.812580309796	255388	255385	292.359979642179	1
1048	7	265972	266119	148	74.362042059231	266044	266046	34.2021422145633	1
1049	7	269136	269373	238	346.757149108308	269280	269281	161.255618095047	1
1050	7	270200	270272	73	25.8196461621733	270239	270234	10.0711019217042	0
1051	7	271268	272340	1073	983.838554467942	272090	272064	1813.46908958758	1
1052	7	272874	273044	171	125.831820899597	272959	272960	43.7282109563963	1
1053	7	277131	277395	265	155.730155907409	277316	277301	269.115055485864	1
1055	7	287227	287313	87	24.3135079153002	287273	287281	40.3290431893473	1
1056	7	288188	288382	195	307.019081074674	288285	288282	209.260230836005	1
1057	7	289430	289548	119	39.7826675260982	289486	289485	47.7258218565273	1
1058	7	291712	291801	90	28.5198388684304	291755	291760	41.9673666876914	1
1059	7	292994	293219	226	295.817783945059	293083	293079	155.523402545742	1
1060	7	295711	295822	112	47.4581743290115	295767	295762	125.012434623509	1
1061	7	303684	303813	130	57.3039752034276	303749	303750	15.5235511607348	0
1062	7	304144	304177	34	21.8156868179282	304164	304165	19.6148926242169	1
1063	7	306372	306516	145	64.222908176898	306448	306442	378.107977560539	1
1064	7	307138	307438	301	200.628036047577	307360	307359	233.815283562497	1
1065	7	310311	310352	42	18.8274402930906	310332	310323	34.1613244046698	1
1066	7	310581	310770	190	430.593139140516	310672	310672	105.95598982477	1
1067	7	312077	312174	98	41.1451731933099	312127	312129	18.5132641904798	0
1068	7	316600	316693	94	29.0989804298885	316647	316645	11.0449097918529	0
1069	7	321001	321153	153	45.7614058408127	321084	321076	74.2810599188041	1
1070	7	321511	321672	162	76.6676555967616	321587	321585	74.168193822891	1
1071	7	324796	325089	294	137.182182702371	324995	324995	64.7798945952494	1
1072	7	326401	326580	180	90.2102168876412	326497	326515	98.3309030108905	1
1073	7	330715	330877	163	83.9904224160105	330797	330801	179.567016399483	1
1074	7	334631	334899	269	810.563728860819	334808	334808	221.102006034465	1
1075	7	343073	343298	226	157.121029169447	343158	343163	118.39514583284	1
1076	7	345754	345936	183	95.87568842598	345835	345829	180.721816381697	1
1077	7	346983	347175	193	74.722306497271	347095	347077	138.025523034143	1
1078	7	352315	352978	664	674.425111530318	352866	352859	456.360195393546	1
1079	7	355540	355759	220	103.708935153887	355688	355671	230.044499324958	1
1080	7	357175	357333	159	84.4169503376501	357259	357260	114.087656747178	1
1081	7	357691	357763	73	20.6325850668458	357727	357709	27.331916960002	1
1082	7	368298	368720	423	183.561688269567	368652	368565	217.124981574402	1
1083	7	371234	371503	270	184.94743524643	371414	371409	378.721803203246	1
1084	7	374931	375064	134	83.860261426585	375006	375007	96.5719218713452	1
1085	7	381989	382127	139	89.5176612767584	382058	382061	27.7550810186171	1
1086	7	383291	385101	1811	1592.48635040263	383963	383967	737.593661651343	1
1087	7	393657	393879	223	361.223705351732	393755	393750	260.858448664423	1
1088	7	397680	398663	984	2784.19969867284	398235	398227	1597.77873349592	1
1089	7	405523	405678	156	132.460060459819	405597	405590	74.832370769943	1
1090	7	413198	413642	445	541.050463699168	413520	413484	385.907134699258	1
1091	7	417340	417468	129	50.6837751399445	417407	417400	84.9630484011259	1
1092	7	420650	420783	134	52.6543371972302	420714	420719	24.9262734707685	1
1093	7	421171	421284	114	69.7121304361387	421232	421233	10.1325353653053	0
1094	7	421904	422045	142	54.9513640042326	421973	421971	27.9944324978125	0
1095	7	423296	423390	95	36.7643231837579	423343	423348	53.4777274074612	1
1096	7	426964	427056	93	36.5222047506892	427012	427005	33.2546965774145	1
1097	7	428096	428538	443	279.87036679541	428411	428387	848.606756499904	1
1098	7	433232	433556	325	299.555264940551	433468	433469	760.74238580816	1
1100	7	443330	443585	256	132.753272755002	443414	443435	502.470176996246	1
1101	7	449967	450104	138	63.1477883817431	450030	450024	290.950024064762	1
1102	7	452087	452416	330	1409.54017859466	452194	452194	1145.12828938554	1
1103	7	455340	455389	50	23.2984630424165	455364	455368	3.79926609701785	0
1104	7	457901	458039	139	73.8453413978175	457969	457972	156.287867221544	1
1105	7	459640	459866	227	279.154054832514	459754	459774	197.832017928755	1
1106	7	465002	465111	110	40.0715100039365	465054	465052	45.9420706119313	1
1107	7	465608	465730	123	39.9940201951405	465678	465687	129.038907911496	1
1108	7	472529	472791	263	141.212417280564	472606	472617	496.010995923661	1
1109	7	475303	475384	82	25.1976031395005	475336	475329	56.6986945077709	1
1110	7	478750	479037	288	376.684640370204	478938	478939	226.664105614654	1
1111	7	483086	484561	1476	1305.98464573985	483678	483784	1479.72108776742	1
1112	7	485192	485357	166	171.625690535686	485274	485267	162.426151465353	1
1113	7	492024	492118	95	34.03139306533	492073	492074	99.1252726114285	1
1114	7	528788	528879	92	26.9000451466646	528839	528845	21.8062961951081	1
1115	7	530113	530162	50	29.2398527021476	530151	530151	0.367093891206786	0
1116	7	544923	545108	186	111.31317290076	545002	544996	52.918827026881	1
1117	7	547210	547738	529	477.595717815111	547642	547637	248.095475545213	1
1118	7	547954	548117	164	66.5447536120667	548030	548028	44.4758416674151	1
1119	7	560102	560144	43	18.1207773368752	560124	560115	9.5395700264137	1
1120	7	576565	576798	234	148.751421628562	576642	576647	248.395140350773	1
1121	7	581656	582008	353	118.979304313887	581720	581745	124.082055702363	1
1122	7	584256	584716	461	257.473293150984	584374	584395	273.723554657885	1
1123	7	589598	589749	152	90.4956311115535	589677	589682	65.8981914912182	1
1124	7	591028	591120	93	27.3841291086412	591074	591079	32.624662380946	1
1125	7	592373	592565	193	56.3228507316014	592421	592438	17.2270845247629	0
1126	7	592827	593160	334	143.985609265538	592912	592927	182.934015007049	1
1127	7	598839	599150	312	251.851664637279	599032	599027	302.078962796181	1
1128	7	601319	601518	200	77.9436903950202	601458	601456	17.675448377884	1
1129	7	606044	606121	78	36.6151377978654	606085	606097	18.0680916297569	1
1130	7	609181	610536	1356	5937.27751688143	610362	610259	3301.42860469751	1
1131	7	616225	616355	131	71.1955746071507	616297	616301	183.502209909627	1
1132	7	619952	620235	284	136.267716043773	620010	620011	129.520418007518	1
1133	7	624948	626198	1251	2130.12780169559	625970	625970	881.054147777824	1
1134	7	627219	627637	419	451.889606415097	627516	627510	425.229722069953	1
1135	7	640462	640734	273	186.886322167697	640554	640547	702.599561850825	1
1136	7	649005	649068	64	27.754951925354	649039	649042	6.41822253368106	0
1137	7	650746	651224	479	140.509576907903	651152	651007	390.859596506037	1
1138	7	651439	651568	130	43.6158096847422	651507	651506	62.6244645716892	1
1140	7	666194	666328	135	92.9428733891743	666264	666262	17.3235583304262	0
1141	7	671918	672115	198	202.820026301642	672011	672014	137.477731338688	1
1142	7	677131	678529	1399	942.410212315759	677923	677752	1094.52615199516	1
1143	7	699893	700068	176	217.535887432762	699979	699978	539.764305442239	1
1144	7	702623	703125	503	269.318418007141	702896	702887	292.484522148405	1
1145	7	706870	707009	140	47.7187699247576	706953	706956	73.5008408624771	1
1146	7	713492	713638	147	98.4374070291781	713580	713582	62.6123027245036	1
1147	7	733033	733843	811	9943.56627115807	733389	733389	1266.16956936169	1
1148	7	738970	739141	172	395.439958565142	739052	739052	67.2170037929528	1
1149	7	739659	739777	119	42.6216079523092	739717	739710	185.359398042391	1
1151	7	746545	746704	160	109.880943304596	746624	746624	159.578660559313	1
1152	7	765904	766881	978	1789.65868219066	766023	766139	1453.72147628122	1
1153	7	767255	767383	129	52.1985001173458	767324	767314	40.4437542987402	1
1154	7	774564	774840	277	69.7003890685793	774787	774782	87.1162907539954	1
1155	7	784051	784182	132	106.401056171979	784115	784116	16.8833907677214	0
1156	7	785350	785760	411	269.99131346646	785608	785608	347.686200342091	1
1157	7	788490	788933	444	338.168575922697	788852	788854	176.077915345498	1
1158	7	793100	793201	102	28.0816902919655	793143	793124	173.772312044629	1
