Chr	Mid	DCHpM
4	923989.5	0.0584
4	924014	0.0628
4	924050	0.0516
4	924055.5	0.0584
4	924550.5	0.1254
4	924551.5	0.0584
4	924563	0.0628
4	924566	0.08
4	924567.5	0.0584
4	924569	0.11
4	924581.5	0.0516
4	924597.5	0.0806
4	924614	0.0628
4	924614.5	0.0628
4	924620.5	0.08
4	924624	0.0628
4	924630	0.0628
4	925966.5	0.1546
4	925967.5	0.0806
4	925972	0.0516
4	925993	0.0584
4	925997	0.1384
4	925997.5	0.08
4	926011	0.0516
4	926012	0.0806
4	926014	0.0584
4	926018.5	0.0516
4	926024.5	0.0516
4	926026.5	0.1254
4	926084.5	0.1254
4	926294	0.0516
4	926323.5	0.0516
4	926330.5	0.0628
4	926338.5	0.0516
4	926345	0.0516
4	926370.5	0.0516
4	926371	0.0584
4	926375.5	0.0806
4	926387	0.0628
4	926421	0.0516
4	926450.5	0.0516
4	926471	0.0516
4	926472	0.0584
4	926483	0.0516
4	926484	0.0584
4	926489	0.0516
4	926877	0.0516
4	926936.5	0.0516
4	926969.5	0.139
4	926971	0.0516
4	926971.5	0.0584
4	926972.5	0.0584
4	926997.5	0.0516
4	927034	0.0584
4	927052	0.0516
4	927055.5	0.0516
4	927084	0.0806
4	927092	0.0584
4	927094	0.0584
4	927095.5	0.0584
4	927096.5	0.3556
4	927097	0.9092
4	927097.5	0.6308
4	927098	0.3896
4	927101.5	0.0628
4	927134.5	0.1168
4	927139.5	0.0584
4	927146	0.0584
4	927160.5	0.0584
4	927232	0.0628
4	927256.5	0.0628
4	927257	0.0516
4	927415	0.0516
4	927456.5	0.11
4	927457.5	0.0584
4	930359.5	0.0516
4	930438.5	0.0516
4	930471.5	0.0516
4	930474.5	0.08
4	930479.5	0.1948
4	930481	0.0516
4	930481.5	0.08
4	930482	0.0584
4	930487.5	0.0584
4	930489	0.139
4	930489.5	0.0628
4	930495.5	0.08
4	930506.5	0.0516
4	930537.5	0.0584
4	930539	0.0516
4	930547	0.08
4	930548	0.1144
4	930549	0.0516
4	930561	0.08
4	930565.5	0.0516
4	930570.5	0.08
4	930571	0.0628
4	930571.5	0.5264
4	930575.5	0.0584
4	930576	0.1168
4	930576.5	0.24
4	930577	0.1428
4	930578	0.0584
4	930579.5	0.0584
4	930582.5	0.0516
4	930583	0.08
4	930584.5	0.0628
4	930589.5	0.0628
4	930591.5	0.11
4	930592	0.305
4	930592.5	0.3314
4	930593	0.3358
4	930593.5	0.7718
4	930594	0.3446
4	930594.5	0.16
4	930595	0.1212
4	930596	0.0516
4	930596.5	0.2638
4	930597	0.8798
4	930597.5	1.0148
4	930598	1.8026
4	930598.5	1.06
4	930599	0.2894
4	930599.5	0.2914
4	930600.5	0.206
4	930601	0.384
4	930601.5	0.1428
4	930602	0.615
4	930602.5	0.08
4	930603	0.2872
4	930603.5	0.1882
4	930604	0.77
4	930604.5	0.2466
4	930605	0.7546
4	930605.5	0.19
4	930606	0.6556
4	930606.5	0.3152
4	930607	0.4228
4	930608	0.161
4	930611	0.2018
4	930612	0.0584
4	930613.5	0.08
4	930614	0.1212
4	930614.5	0.4322
4	930615	0.286
4	930618	0.1384
4	930619	0.0516
4	930619.5	0.0516
4	930621	0.0584
4	930621.5	0.0584
4	930622	0.4542
4	930622.5	0.08
4	930624.5	0.0584
4	930625.5	0.1968
4	930626	0.5898
4	930626.5	0.0584
4	930627	0.139
4	930629	0.305
4	930630	0.1968
4	930630.5	0.213
4	930631	0.6242
4	930631.5	1.7538
4	930632	0.1684
4	930632.5	0.0584
4	930634	0.16
4	930635	0.11
4	930635.5	0.19
4	930636.5	0.0584
4	930637	0.16
4	930637.5	0.2266
4	930641.5	0.0584
4	930644	0.1942
4	930644.5	0.1316
4	930658.5	0.1316
4	930662	0.1432
4	930662.5	0.1616
4	930664	0.1032
4	930664.5	0.3584
4	930665	0.2416
4	930665.5	0.4098
4	930666	0.0516
4	930667	0.183
4	930668	0.0628
4	930669	0.0516
4	930670	0.0806
4	930670.5	0.11
4	930672.5	0.0628
4	930673	0.08
4	930673.5	0.0516
4	930674	0.1428
4	930675	0.0516
4	930678	0.0584
4	930680	0.0584
4	930680.5	0.293
4	930681	0.373
4	930681.5	0.7028
4	930682	0.6228
4	930682.5	0.139
4	930683.5	0.0516
4	930685	0.0584
4	930689.5	0.0516
4	930690	0.4606
4	930691	0.0806
4	930699	0.0628
4	930699.5	0.1384
4	930701	0.0584
4	930708	0.0806
4	930710	0.0806
4	930711.5	0.0516
4	930713.5	0.08
4	930725	0.1168
4	930726	0.0584
4	930726.5	0.0628
4	930727	0.0806
4	930732.5	0.08
4	930753.5	0.08
4	930767.5	0.0516
4	930769	0.0516
4	930784.5	0.0584
4	930807.5	0.0584
4	930810.5	0.206
4	930811	0.2194
4	930811.5	0.1882
4	930859	0.161
4	930865	0.1384
4	930866	0.1168
4	930882	0.08
4	930899.5	0.1428
4	930900	0.11
4	930950	0.08
4	931003	0.0516
4	931119	0.0516
4	933340	0.0806
4	933356.5	0.0516
4	933422	0.212
4	936088	0.0516
4	936375	0.0516
4	936408.5	0.0516
4	940918	0.08
4	940918.5	0.0516
4	940919	0.0516
4	940927	0.0806
4	940932.5	0.0628
4	940994.5	0.08
4	941055	0.0628
4	943523.5	0.0584
4	943549	0.0516
4	943549.5	0.0584
4	943550.5	0.0516
4	943553	0.0584
4	943554.5	0.08
4	943561	0.08
4	943601	0.0516
4	945213	0.0516
4	945294	0.0516
4	946123	0.0584
4	946210	0.0516
4	946336.5	0.0628
4	946345.5	0.0584
4	946346	0.1794
4	946346.5	0.1836
4	946347	0.0628
4	946347.5	0.08
4	946348.5	0.1432
4	946351	0.0516
4	946452.5	0.08
4	946453.5	0.0628
4	946462	0.0516
4	946486.5	0.0584
4	946489.5	0.0516
4	946533.5	0.103
4	946552	0.0628
4	946557	0.16
4	946559.5	0.0584
4	946561.5	0.1316
4	946562	0.0628
4	946562.5	0.0584
4	946567	0.08
4	946583.5	0.0516
4	946585	0.0516
4	946594	0.0584
4	946594.5	0.0806
4	946595	0.1168
4	946598.5	0.0584
4	946600	0.0516
4	946640	0.0516
4	950359.5	0.08
4	950360	0.0516
4	950360.5	0.0628
4	950361	0.08
4	950390	0.0516
4	950454.5	0.0584
4	950460.5	0.0516
4	950472.5	0.0516
4	950473	0.0628
4	952557	0.0584
4	952561.5	0.0628
4	952571	0.0584
4	952588.5	0.0516
4	952643.5	0.0584
4	952649	0.0516
4	952649.5	0.0584
4	952650.5	0.0584
4	954966	0.0516
4	954966.5	0.0584
4	955018	0.08
4	955019.5	0.0584
4	955026	0.08
4	955081	0.0628
4	955098.5	0.0516
4	955116	0.08
4	955116.5	0.0516
4	955117	0.08
4	955118	0.0516
4	955122	0.0628
4	955125.5	0.0628
4	955131.5	0.0584
4	955142.5	0.0516
4	955145	0.0584
4	955145.5	0.0516
4	955148.5	0.0806
4	955164.5	0.0628
4	955165	0.161
4	955176	0.0806
4	955177.5	0.0516
4	955178	0.1256
4	955180.5	0.08
4	955181	0.385
4	955191.5	0.1254
4	955193.5	0.0584
4	955194	0.103
4	955202.5	0.0628
4	955213	0.08
4	955216.5	0.0628
4	955217.5	0.2116
4	955222	0.0628
4	955223	0.0584
4	955225.5	0.0516
4	955227	0.08
4	955229.5	0.0584
4	955230	0.19
4	955232.5	0.11
4	955233	0.0584
4	955233.5	0.0806
4	955234.5	0.2552
4	955235.5	0.0584
4	955237.5	0.0516
4	955238.5	0.2184
4	955239	0.1606
4	955239.5	1.0042
4	955240	0.08
4	955240.5	0.11
4	955243	0.0584
4	955244.5	0.1728
4	955245.5	0.2998
4	955250	0.0628
4	955253.5	0.103
4	955255.5	0.1254
4	955256	0.1384
4	955256.5	0.08
4	955257	0.0584
4	955258.5	0.0584
4	955259.5	0.0516
4	955260	0.0628
4	955260.5	0.0516
4	955262.5	0.103
4	955267	0.0516
4	955271.5	0.0516
4	955277.5	0.0516
4	955303.5	0.08
4	955304	0.08
4	955305.5	0.0806
4	955308.5	0.08
4	955309.5	0.334
4	955310	0.5222
4	955310.5	0.2574
4	955314.5	0.0516
4	955320	0.0516
4	955322	0.08
4	955322.5	0.1254
4	955323	0.1432
4	955326	0.0516
4	955326.5	0.3628
4	955327	0.8964
4	955327.5	0.0584
4	955328	0.1256
4	955328.5	0.1316
4	955330.5	0.0516
4	955336	0.1316
4	955336.5	0.4288
4	955337	0.2638
4	955337.5	0.0628
4	955350	0.2126
4	955351	0.0516
4	955355	0.0516
4	955355.5	0.08
4	955356	0.08
4	955356.5	0.0584
4	955357	0.1168
4	955358	0.08
4	955358.5	0.0628
4	955364.5	0.0516
4	955365.5	0.08
4	955366	0.1212
4	955372	0.0516
4	955377	0.11
4	955377.5	0.0516
4	955378	0.0584
4	955379	0.3622
4	955384.5	0.0628
4	955389.5	0.0516
4	955394.5	0.0584
4	955411	0.08
4	955412	0.0516
4	955459.5	0.0628
4	955469.5	0.08
4	955476.5	0.0628
4	955490	0.1882
4	955494	0.0584
4	955496	0.0584
4	955497.5	0.0584
4	955499.5	0.0516
4	955506	0.08
4	955548	0.0584
4	955548.5	0.08
4	955554.5	0.08
4	955557.5	0.0628
4	955558.5	0.0516
4	955559.5	0.0584
4	955560.5	0.0584
4	955561.5	0.0584
4	955563	0.0584
4	955565	0.0628
4	955565.5	0.0584
4	955566.5	0.0584
4	955580.5	0.0516
4	955581.5	0.08
4	955582	0.0584
4	955583	0.103
4	955583.5	0.0516
4	955585	0.0806
4	955586.5	0.0516
4	955601	0.0628
4	955602.5	0.0516
4	955619	0.0628
4	955620.5	0.0584
4	955631.5	0.0584
4	957578	0.0516
4	957629	0.0516
4	957657	0.0516
4	959902.5	0.0584
4	959904	0.0516
4	959905	0.08
4	959906	0.08
4	959920	0.3672
4	959920.5	0.1428
4	959921.5	0.103
4	959925.5	0.0584
4	959926	0.0516
4	959937.5	0.08
4	959952.5	0.08
4	959962	0.0584
4	960027	0.08
4	960062	0.08
4	960067.5	0.103
4	960076.5	0.16
4	960077	0.0628
4	960077.5	0.0628
4	960078	0.1968
4	960088	0.08
4	960097	0.0584
4	960098.5	0.0806
4	960109	0.1728
4	960109.5	0.0584
4	960110	0.1794
4	960111	0.0584
4	960119.5	0.0806
4	960120	0.11
4	960124	0.2528
4	960124.5	0.0516
4	960125	0.0516
4	960125.5	0.0516
4	960126	0.1968
4	960126.5	0.0516
4	960127	0.2412
4	960127.5	0.1942
4	960128.5	0.2012
4	960130.5	0.0584
4	960132	0.0806
4	960137.5	0.1838
4	960143.5	0.161
4	960146	0.0806
4	960152.5	0.08
4	960172	0.0584
4	960180	0.132
4	960181	0.08
4	960244.5	0.103
4	960245.5	0.0806
4	960246	0.0516
4	960247.5	0.08
4	960250	0.0516
4	960255.5	0.0806
4	960258.5	0.08
4	960259	0.0516
4	960262	0.08
4	960280.5	0.0806
4	964946.5	0.0628
4	964992.5	0.0806
4	967968.5	0.103
4	969825	0.0516
4	969825.5	0.0516
4	969933.5	0.3072
4	969937	0.11
4	969940	0.08
4	969941.5	0.1212
4	969943	0.0584
4	969945.5	0.0584
4	969947	0.0806
4	969951	0.103
4	969951.5	0.139
4	969952	0.08
4	969954	0.0584
4	969963	0.08
4	969967.5	0.0516
4	969968	0.103
4	969968.5	0.0584
4	969971.5	0.0584
4	969972	0.1728
4	969972.5	0.4876
4	969973	0.2198
4	969973.5	0.0806
4	969999	0.0516
4	976105	0.1384
4	976105.5	0.0516
4	976109	0.0628
4	976120	0.103
4	976121	0.0584
4	976123	0.0516
4	976123.5	0.11
4	976124.5	0.0584
4	976126	0.1144
4	976138.5	0.2466
4	976146.5	0.0516
4	976147	0.0516
4	976147.5	0.103
4	976149	0.3562
4	976149.5	0.2758
4	976155	0.0584
4	976165	0.1168
4	976166	0.08
4	976169.5	0.0584
4	976171.5	0.103
4	976184.5	0.0516
4	976197	0.1142
4	976208.5	0.0806
4	976209	0.0584
4	976213	0.1882
4	976214	0.0628
4	976242.5	0.1428
4	976243	0.0516
4	976243.5	0.2576
4	976253	0.206
4	976259.5	0.08
4	976289.5	0.0516
4	976356	0.1546
4	976374	0.0516
4	976388.5	0.0806
4	976394	0.0516
4	976416	0.0628
4	976416.5	0.08
4	976417.5	0.0516
4	976502	0.0516
4	976502.5	0.08
4	976509	0.0584
4	976519	0.0584
4	976532.5	0.0516
4	976534.5	0.0516
4	976539.5	0.0516
4	976545.5	0.2484
4	976546	0.103
4	976609.5	0.08
4	976611.5	0.1316
4	976614.5	0.0516
4	976667.5	0.1254
4	976696.5	0.0516
4	976706.5	0.0628
4	976773.5	0.0516
4	976775	0.132
4	976779.5	0.0516
4	976825	0.0584
4	976888.5	0.0584
4	976902.5	0.0584
4	976905	0.0584
4	976908.5	0.0516
4	976932.5	0.0516
4	979379.5	0.0516
4	981017	0.0516
4	992906	0.0584
4	992908	0.1968
4	992913.5	0.0584
4	992914.5	0.0584
4	992916	0.0516
4	992919	0.08
4	992920	0.1316
4	992954	0.0516
4	992957.5	0.0516
4	992966	0.0628
4	992969	0.103
4	992970	0.08
4	992987	0.1322
4	992990.5	0.0516
4	992998	0.0806
4	992999	0.08
4	992999.5	0.0584
4	993000	0.08
4	993000.5	0.11
4	993001.5	0.1428
4	993002.5	0.1384
4	993005	0.08
4	993005.5	0.103
4	993007	0.0516
4	993007.5	0.08
4	993009	0.08
4	993010.5	0.0584
4	998428	0.08
4	998443.5	0.0584
4	998450	0.1882
4	998456.5	0.0516
4	998460.5	0.1316
4	998477.5	0.0628
4	998478.5	0.0516
4	998522.5	0.0584
4	998562.5	0.0516
4	998585.5	0.08
4	998588.5	0.0806
4	998591	0.103
4	998594	0.08
4	998618	0.0516
4	998629.5	0.0584
4	998752	0.0516
4	998756	0.08
4	998762.5	0.0516
4	998770	0.103
4	998801.5	0.08
4	1002285.5	0.0628
4	1002292.5	0.0584
4	1002293	0.11
4	1002295.5	0.0584
4	1002309	0.11
4	1002310	0.1432
4	1002310.5	0.2126
4	1002311	0.2532
4	1002311.5	0.1658
4	1002312	0.103
4	1002312.5	0.0584
4	1002313.5	0.0584
4	1002314.5	0.0584
4	1002315	0.0516
4	1002317	0.08
4	1002320	0.1684
4	1002320.5	0.11
4	1002321	0.1032
4	1002322	0.0628
4	1002324	0.0584
4	1002329	0.0806
4	1002330.5	0.08
4	1002331	0.08
4	1002370.5	0.0584
4	1002372	0.1254
4	1002380.5	0.0516
4	1002381.5	0.1882
4	1002382	0.0516
4	1002386.5	0.1254
4	1002392	0.0628
4	1002396.5	0.08
4	1002397	0.1316
4	1002415.5	0.0628
4	1003593.5	0.0806
4	1003606.5	0.0516
4	1003612	0.0516
4	1003614	0.0516
4	1003621	0.0516
4	1003642.5	0.0584
4	1003643.5	0.1882
4	1003645	0.0516
4	1003863.5	0.0584
4	1003871	0.1384
4	1003871.5	0.08
4	1003899.5	0.0628
4	1005347.5	0.0628
4	1005349	0.0628
4	1005350	0.0628
4	1005351.5	0.19
4	1005352.5	0.1212
4	1005353	0.1254
4	1005353.5	0.0584
4	1005354	0.3898
4	1005354.5	0.2228
4	1005355	0.466
4	1005355.5	0.0628
4	1005358	0.08
4	1005381	0.0516
4	1005388.5	0.1254
4	1005394.5	0.0628
4	1005397.5	0.1142
4	1005398	0.0584
4	1005399	0.0584
4	1005399.5	0.2466
4	1005400	0.3136
4	1005400.5	0.1546
4	1005401	0.1032
4	1005403	0.2266
4	1005404.5	0.0516
4	1005405	0.0806
4	1005406	0.0516
4	1005407	0.1212
4	1005407.5	0.0516
4	1005408	0.2054
4	1005409	0.0584
4	1005410.5	0.2284
4	1005411	0.2996
4	1005411.5	0.7616
4	1005412	0.2488
4	1005413	0.0806
4	1005415	0.0628
4	1005415.5	0.0516
4	1005417	0.0516
4	1005418.5	0.0628
4	1005422	0.1144
4	1005423	0.2596
4	1005423.5	0.0516
4	1005424.5	0.0516
4	1005425.5	0.11
4	1005427	0.0628
4	1005430.5	0.2228
4	1005431	0.0516
4	1005432.5	0.1032
4	1005440.5	0.1254
4	1005441.5	0.0806
4	1005442	0.4504
4	1005447.5	0.1432
4	1005450.5	0.0584
4	1005451	0.0584
4	1005453	0.2642
4	1005454.5	0.0806
4	1005469.5	0.0584
4	1005474.5	0.0628
4	1005476	0.08
4	1005479	0.1168
4	1005480.5	0.1254
4	1005481.5	0.379
4	1005483	0.0516
4	1005483.5	0.103
4	1005484	0.0628
4	1005484.5	0.0628
4	1005486	0.0516
4	1005486.5	0.3496
4	1005487	0.1316
4	1005487.5	0.08
4	1005488.5	0.0516
4	1005493.5	0.1144
4	1005494.5	0.0628
4	1005497	0.08
4	1005513	0.08
4	1005514.5	0.0628
4	1009977.5	0.08
4	1009979.5	0.0628
4	1009980	0.0628
4	1009981.5	0.0516
4	1010004.5	0.0516
4	1011360.5	0.0628
4	1011369	0.0516
4	1011395	0.1254
4	1011413	0.0516
4	1011416.5	0.1254
4	1011455.5	0.1254
4	1011456	0.0584
4	1011461.5	0.0516
4	1011462.5	0.0628
4	1011465.5	0.08
4	1011466.5	0.0806
4	1011474	0.0584
4	1011475	0.2576
4	1011475.5	0.0806
4	1011485	0.103
4	1011485.5	0.0584
4	1011487	0.0584
4	1011491	0.0628
4	1011496	0.0516
4	1011501.5	0.0584
4	1011503.5	0.1904
4	1011506.5	0.0516
4	1011507	0.0516
4	1011527	0.08
4	1011532.5	0.0516
4	1011550.5	0.0584
4	1011556	0.0516
4	1011593.5	0.0584
4	1011643	0.1384
4	1011649	0.11
4	1011649.5	0.2484
4	1011650	0.0516
4	1011651	0.0584
4	1011652	0.0516
4	1011656.5	0.1316
4	1011662	0.0516
4	1011663.5	0.0584
4	1011692.5	0.0516
4	1011701.5	0.0584
4	1011733	0.103
4	1011736.5	0.0584
4	1011737.5	0.0516
4	1011747.5	0.0516
4	1011757.5	0.0584
4	1011772	0.08
4	1011772.5	0.0584
4	1011773.5	0.08
4	1011774.5	0.1254
4	1011811	0.0628
4	1011833	0.0628
4	1011840	0.0516
4	1011844.5	0.0584
4	1011850	0.08
4	1011853.5	0.0516
4	1011854	0.3892
4	1011854.5	0.0584
4	1011860	0.1384
4	1011861.5	0.103
4	1011862	0.1546
4	1011866	0.1316
4	1011878.5	0.0516
4	1011888.5	0.0584
4	1011890.5	0.103
4	1011891	0.1428
4	1011892.5	0.08
4	1011896	0.0584
4	1011897.5	0.0584
4	1011898.5	0.0806
4	1011906.5	0.103
4	1011907	0.08
4	1011935.5	0.1168
4	1011936	0.2414
4	1011936.5	0.0516
4	1011938.5	0.0516
4	1011940.5	0.0628
4	1011941	0.0516
4	1011941.5	0.0584
4	1011945.5	0.0584
4	1011947	0.0516
4	1011947.5	0.0516
4	1011948.5	0.0628
4	1011952	0.103
4	1011957.5	0.0584
4	1011969	0.0628
4	1011970.5	0.0806
4	1011971.5	0.0516
4	1011972	0.0584
4	1011982	0.0628
4	1011985.5	0.0628
4	1011999.5	0.1032
4	1012000	0.2062
4	1012000.5	0.1838
4	1012001	0.6126
4	1012005.5	0.08
4	1012006	0.08
4	1012007	0.1428
4	1012011.5	0.103
4	1012013	0.11
4	1012013.5	0.0516
4	1012014	0.1384
4	1012014.5	0.1614
4	1012017	0.1142
4	1012018.5	0.0806
4	1012019	0.0584
4	1012019.5	0.08
4	1012020.5	0.0806
4	1012021	0.0584
4	1012021.5	0.2126
4	1012022	0.0584
4	1012023	0.08
4	1012026	0.1144
4	1012027	0.161
4	1012033.5	0.0584
4	1012034.5	0.0516
4	1012039.5	0.0516
4	1012041	0.0584
4	1012042	0.0516
4	1012045.5	0.1254
4	1012047	0.0584
4	1012048	0.0516
4	1012049	0.177
4	1012055.5	0.0584
4	1012056.5	0.1316
4	1012057	0.271
4	1012097	0.0628
4	1012099.5	0.08
4	1012106.5	0.0516
4	1012107	0.0628
4	1012107.5	0.1032
4	1012115	0.0516
4	1012117	0.0584
4	1012118	0.0584
4	1012123	0.0516
4	1012199.5	0.103
4	1013790	0.0584
4	1013791.5	0.0516
4	1013917.5	0.1254
4	1013925	0.0584
4	1013929.5	0.0584
4	1013930.5	0.0628
4	1013931	0.4834
4	1013931.5	0.7472
4	1013932	0.316
4	1013932.5	0.3696
4	1013933	0.1142
4	1013933.5	0.08
4	1013934	0.0516
4	1013937.5	0.0806
4	1013940	0.08
4	1013941	0.08
4	1013941.5	0.0584
4	1013942	0.177
4	1013980	0.0628
4	1013990.5	0.0628
4	1014009.5	0.2922
4	1014010	0.161
4	1014016	0.0516
4	1014016.5	0.0628
4	1014035.5	0.0584
4	1014043	0.0584
4	1014053.5	0.0584
4	1014055.5	0.2558
4	1014056	0.183
4	1014056.5	0.0584
4	1014057	0.08
4	1014057.5	0.1142
4	1014058	0.0584
4	1014058.5	0.1428
4	1014060.5	0.0516
4	1014061	0.0584
4	1014062	0.08
4	1014062.5	0.0584
4	1014066	0.08
4	1014068	0.08
4	1014077	0.1384
4	1014078.5	0.08
4	1014080	0.103
4	1014080.5	0.0806
4	1014081	0.2774
4	1014085.5	0.0584
4	1014099.5	0.0516
4	1014101	0.2484
4	1014107	0.0516
4	1014108.5	0.0584
4	1014110	0.08
4	1014111.5	0.1032
4	1014113	0.0516
4	1014120	0.0516
4	1014120.5	0.103
4	1014136	0.0584
4	1016090	0.11
4	1016273	0.0516
4	1016280	0.0584
4	1019194.5	0.103
4	1020462.5	0.0584
4	1021828.5	0.1032
4	1021829	0.0516
4	1021830.5	0.16
4	1021833	0.08
4	1021833.5	0.1384
4	1021849.5	0.0584
4	1021858.5	0.0806
4	1021865	0.1168
4	1021870.5	0.0628
4	1021872.5	0.08
4	1021877	0.0584
4	1021879	0.19
4	1021879.5	0.264
4	1021880	0.0584
4	1021883.5	0.0516
4	1021886.5	0.1546
4	1021898	0.0516
4	1022481	0.1684
4	1022481.5	0.1032
4	1022482	0.103
4	1022482.5	0.0584
4	1022483	0.0584
4	1022483.5	0.0516
4	1022484	0.103
4	1022485.5	0.0584
4	1022486.5	0.0584
4	1022496	0.0584
4	1022497	0.0628
4	1022507	0.0584
4	1022507.5	0.1144
4	1022508	0.0516
4	1022509	0.0516
4	1022522	0.0516
4	1022535.5	0.0584
4	1022555.5	0.08
4	1022564.5	0.0584
4	1022596.5	0.0584
4	1022603	0.0516
4	1022603.5	0.0516
4	1022609	0.4138
4	1022610	0.103
4	1022625.5	0.2354
4	1022626	0.1428
4	1022630.5	0.0584
4	1022631	0.1168
4	1022631.5	0.0628
4	1022633	0.0516
4	1022633.5	0.1948
4	1022634	0.0806
4	1022636.5	0.0516
4	1022637	0.1142
4	1022637.5	1.4644
4	1022638	0.7662
4	1022638.5	0.1726
4	1022639	0.0628
4	1022639.5	0.08
4	1022640.5	0.2576
4	1022641	0.4074
4	1022641.5	0.7078
4	1022642	0.6448
4	1022642.5	0.1316
4	1022643	0.1432
4	1022651	0.0516
4	1022652	0.0806
4	1022653	0.0516
4	1022661.5	0.0584
4	1022666	0.0584
4	1022667.5	0.0584
4	1022669	0.0516
4	1022677.5	0.0516
4	1022686	0.0516
4	1022686.5	0.5784
4	1022687	0.2126
4	1022687.5	0.103
4	1022696.5	0.0628
4	1022697	0.1254
4	1022697.5	0.0516
4	1022698	0.0516
4	1022699	0.0628
4	1030337	0.0628
4	1030379	0.1168
4	1030434.5	0.0516
4	1031811.5	0.0628
4	1031835.5	0.1254
4	1031877.5	0.161
4	1031882	0.0584
4	1031891	0.0584
4	1031893	0.08
4	1031897.5	0.1212
4	1031899	0.1316
4	1031899.5	0.0516
4	1031902.5	0.0628
4	1031903.5	0.1316
4	1031958.5	0.1316
4	1032027.5	0.1942
4	1032032	0.1658
4	1032032.5	0.08
4	1032063.5	0.08
4	1032075.5	0.4516
4	1032080.5	0.0584
4	1032081.5	0.0584
4	1032087.5	0.08
4	1032096.5	0.0628
4	1032105	0.0516
4	1032125	0.0584
4	1032130.5	0.0584
4	1032146	0.0516
4	1032146.5	0.1322
4	1032147.5	0.0516
4	1032148	0.08
4	1032179.5	0.0584
4	1032181.5	0.0516
4	1032196.5	0.0584
4	1032197	0.08
4	1032198	0.0516
4	1032198.5	0.0628
4	1035701	0.0516
4	1035708	0.0516
4	1036117	0.0584
4	1037057	0.08
4	1037059	0.0584
4	1037100	0.0628
4	1037106.5	0.0516
4	1039592	0.0516
4	1039592.5	0.161
4	1039615.5	0.0806
4	1039633	0.0584
4	1039639	0.0584
4	1045208.5	0.0584
4	1045212	0.0516
4	1045229.5	0.08
4	1045246.5	0.2462
4	1045275.5	0.08
4	1045276	0.1682
4	1045276.5	0.1428
4	1045277	0.24
4	1045298.5	0.0806
4	1045307	0.0806
4	1045308	0.1384
4	1045311	0.1212
4	1045311.5	0.0584
4	1045312	0.0516
4	1045312.5	0.08
4	1045315.5	0.0584
4	1045316.5	0.0584
4	1045321.5	0.11
4	1045322	0.103
4	1045367	0.08
4	1046267.5	0.0516
4	1049584.5	0.0516
4	1049591.5	0.0584
4	1049605	0.0584
4	1049606	0.0806
4	1049606.5	0.11
4	1049607.5	0.1546
4	1049609.5	0.11
4	1049611	0.0584
4	1049612	0.0584
4	1049614.5	0.0516
4	1049615	0.1254
4	1049625	0.0516
4	1049630.5	0.0584
4	1049648.5	0.0806
4	1049681	0.0806
4	1049682	0.0584
4	1049692	0.0516
4	1049693	0.0584
4	1049693.5	0.11
4	1049698.5	0.2938
4	1049699	0.1752
4	1049699.5	0.2996
4	1049706.5	0.0628
4	1049711	0.0584
4	1049712.5	0.08
4	1049713	0.0584
4	1049723.5	0.0584
4	1049755.5	0.0584
4	1049955.5	0.0516
4	1050284.5	0.0584
4	1050296	0.0516
4	1050297	0.08
4	1050298.5	0.0516
4	1050299	0.0806
4	1050308	0.0516
4	1050320.5	0.0806
4	1050321	0.0806
4	1050322	0.0516
4	1050362.5	0.0516
4	1050363.5	0.0806
4	1050364	0.1032
4	1050364.5	0.3042
4	1050365	0.1546
4	1050365.5	0.0584
4	1050369.5	0.08
4	1050371.5	0.103
4	1050372	0.1606
4	1050373.5	0.0516
4	1050374.5	0.0584
4	1050375	0.1254
4	1050376	0.0584
4	1050378.5	0.0628
4	1050380	0.11
4	1050387	0.0584
4	1050388	0.0584
4	1050389	0.0628
4	1050390	0.08
4	1050391	0.0584
4	1050395	0.0584
4	1050395.5	0.0516
4	1050401.5	0.0516
4	1050402	0.08
4	1050406	0.0516
4	1050410.5	0.08
4	1050413	0.11
4	1050416	0.0584
4	1050416.5	0.1142
4	1050424	0.1168
4	1050426.5	0.0516
4	1050427	0.0516
4	1050429.5	0.0516
4	1050430.5	0.11
4	1050431	0.2414
4	1050431.5	0.183
4	1050436	0.0628
4	1050438	0.2484
4	1050438.5	0.11
4	1054941.5	0.0516
4	1054942	0.0584
4	1054942.5	0.08
4	1054952	0.0584
4	1054953	0.0584
4	1054954.5	0.0584
4	1054958.5	0.08
4	1054959.5	0.08
4	1054960.5	0.11
4	1054961	0.1254
4	1054961.5	0.0628
4	1054964	0.1144
4	1054964.5	0.1752
4	1054966.5	0.1384
4	1054967	0.0628
4	1054969	0.08
4	1054969.5	0.132
4	1054970	0.2242
4	1054970.5	0.1384
4	1054971	0.0584
4	1054975	0.0628
4	1054975.5	0.1606
4	1054976	0.08
4	1054976.5	0.0584
4	1054977	0.1168
4	1054977.5	0.0628
4	1054978	0.517
4	1054978.5	0.396
4	1054979	0.8882
4	1054979.5	0.2184
4	1054980	0.2706
4	1054980.5	0.16
4	1054981	0.0584
4	1054981.5	0.0584
4	1054982	0.08
4	1054983	0.0516
4	1054984	0.11
4	1054984.5	0.1168
4	1054985	0.3342
4	1054985.5	0.2184
4	1054986	0.0516
4	1054987	0.0584
4	1054988	0.1614
4	1054989	0.08
4	1054992	0.08
4	1054992.5	0.08
4	1054993	0.08
4	1054994	0.0516
4	1054994.5	0.0584
