id	Meiosis	threshold	Genotype	GenotypeID	chr	start5	start3	stop5	stop3	debut	fin	type	chromatids	len_min	len_mid	len_max	nb_seg	seg_len_mid	seg_len_min	seg_len_max	seg_start5	seg_start3	seg_stop5	seg_stop3	PanHpM	GenomeHpM	Obs_Exp_HpM	nb_snp	seg_nb_SNP	SpAff	groupe	classe	LSB	LCO	LNCO	CutMin	CutMax	MaxNCO	MinNCO	midpoint	midpoint1	midpoint2	midpoint3	commande	Notes	B_type	extend	LocalEventHpM_NWT	LocalEventHpM_Ntel	LocalEventHpM_Ntkd	LocalEventHpM_SFA	LocalEventHpM_DC
75	FA6	1500	FA	6	10	31175	31246	32465	32957	31210.75	32710.75	(2:6)_(4:4)_(4:4aCO)	2_nonsis	1220	1500	1781	3	80_1421	                      0_1131	159_1711	31175_31246_32465	31246_31334_32957	31246_32465_69094	31334_32957_69155	564.61	148	3.81	23	1_22	12_12	1	12	1	1	0	1	1	0	0	31960.75	31960.75	NA	NA	                      graph_bin_annot3(10,30000,33000,c(1,2,3,4))		One-Sided Unidirectional	890.5	730.1132	759.7937	742.2232	348.8956	22.601
81	FA6	1500	FA	6	10	573135	573950	573135	573950	573339	573746	(4:4aCO)	2_nonsis	0	407	814	1	0	0	0	573135	573950	726401	745751	728.47	68	10.75	0	0	0	1	100	1	1	0	1	1	0	0	573542.5	573542.5	NA	NA	                      graph_bin_annot3(10,572000,574000,c(3,4,5,6))		No Strand Transfer	407	711.8912	637.44	928.2608	988.053	25.1882
86	FA6	1500	FA	6	11	297561	298637	298637	298924	298098.75	298780.75	5:3	1	1	682	1362	1	682	0	1363	297561_298637	298637_298924	298637_333757	298924_334135	3.45	113	0.03	1	1	2	1	1	1	0	1	1	1	1	1	298439.75	298439.75	NA	NA	                      graph_bin_annot3(11,296000,299000,c(1,2))		One-Sided	681	5.169	2.9355	4.1528	3.4248	0
90	FA6	1500	FA	6	11	507278	507364	507365	507763	507321	507564	3:5	1	2	243	484	1	243	1	485	507278_507365	507364_507763	507365_525645	507763_526035	41.95	40	1.04	2	2	5	1	2	1	0	1	1	1	1	1	507442.5	507442.5	NA	NA	                      graph_bin_annot3(11,506000,508000,c(5,6))		One-Sided	242	11.0752	10.2684	13.1296	13.6065	0
85	FA6	1500	FA	6	11	258116	258411	258576	258604	258263.75	258589.75	3:5	1	166	326	487	1	326	165	488	258116_258576	258411_258604	258576_297561	258604_298637	49.35	41	1.22	3	3	7	1	2	1	0	1	1	1	1	1	258426.75	258426.75	NA	NA	                      graph_bin_annot3(11,257000,259000,c(7,8))		One-Sided	243.5	30.0707	29.7783	68.2437	482.487	0.1684
82	FA6	1500	FA	6	11	99224	99633	100670	101183	99428.5	100926.5	3:5_4:4ai_3:5a	2_nonsis	1038	1498	1958	3	616_513_369	                      13_2_0	1219_1024_738	99224_99646_100445_100670	99633_100443_100670_101183	99646_100445_100670_227937	100443_100670_101183_228339	1817.22	163	11.15	5	2_2_1	2_126_2	3	31	1	0	1	1	2	2	1	100177.5	100177.5	NA	NA	                      graph_bin_annot3(11,98000,102000,c(1,2,5,6))		Two Chr	979	911.8194	1040.5509	1014.2298	1635.5457	53.441
88	FA6	1500	FA	6	11	360019	360238	364623	364711	360128.75	364666.75	3:5_4:4_3:5_4:4_3:5_2:6_3:5_5:3_3:5a_4:4ai_3:5a_3:5b	2_nonsis	4386	4538	4691	12	292_213_194_163_1210_37_146_134_791_590_380_386	                      66_0_0_13_1130_0_75_0_657_440_205_256	519_426_389_313_1291_74_216_269_925_741_555_517	360019_360304_360538_360730_360940_362173_362231_362322_362447_363248_363812_364194_364623	360238_360538_360730_360927_361043_362231_362247_362447_362591_363372_363989_364367_364711	360304_360538_360730_360940_362173_362231_362322_362447_363248_363812_364194_364623_457094	360538_360730_360927_361043_362231_362247_362447_362591_363372_363989_364367_364711_457349	901.21	391	2.31	51	2_1_1_3_19_1_4_1_5_3_4_7	4_4_4_4_4_3_3_12_13_3_3_24	3	31	1	0	1	1	2	2	1	362397.75	362397.75	NA	NA	                      graph_bin_annot3(11,359000,365000,c(1,2,3,4))		Two Chr	2345.5	553.7195	633.724	507.147	578.4323	13.8274
84	FA6	1500	FA	6	11	248727	248806	250977	251644	248766.5	251310.5	(5:3)_(4:4aCO)	2_nonsis	2172	2544	2916	2	2544	2171	2917	248727_250977	248806_251644	250977_258116	251644_258411	12.34	243	0.05	15	15	6	1	1	1	1	0	1	1	0	0	250038.5	250038.5	NA	NA	                      graph_bin_annot3(11,247000,252000,c(1,2,5,6))		One-Sided Unidirectional	1458	12.5904	6.7404	10.8223	9.9736	0
91	FA6	1500	FA	6	11	525645	526035	526035	526209	525840	526122	(4:4ai)_(4:4bCO)	2_nonsis	1	282	563	2	282	0	564	525645_526035	526035_526209	526035_580815	526209_581385	13.33	47	0.28	1	1	47	1	11	1	1	0	1	1	0	0	525981	525981	NA	NA	                      graph_bin_annot3(11,524000,527000,c(3,4,7,8))		Sym 4:4	281.5	15.2396	12.0839	19.7005	8.1777	0
87	FA6	1500	FA	6	11	333757	334135	334135	334655	333946	334395	(6:2)_(4:4aCO)	2_nonsis	1	449	897	2	449	0	898	333757_334135	334135_334655	334135_360019	334655_360238	349.43	75	4.68	1	1	34	1	15	1	1	0	1	2	1	0	334170.5	334170.5	NA	NA	                      graph_bin_annot3(11,332000,335000,c(3,4,5,6))		Full Conversion	448.5	587.784	466.5473	546.8424	2060.5032	12.9308
83	FA6	1500	FA	6	11	227937	228339	227937	228339	228038	228238	(4:4aCO)	2_nonsis	0	200	401	1	0	0	0	227937	228339	248727	248806	0	33	0	0	0	0	1	100	1	1	0	1	1	0	0	228138	228138	NA	NA	                      graph_bin_annot3(11,226000,229000,c(3,4,7,8))		No Strand Transfer	200.5	0.9362	0.241	0.1946	0.9919	0
92	FA6	1500	FA	6	11	580815	581385	583614	583946	581100	583780	(2:6)_(3:5)_(4:4aCO)_(3:5a)_(4:4a)_(3:5a)_(4:4a)	2_nonsis	2230	2680	3130	7	611_212_198_110_780_768	                      234_24_17_0_683_529	988_400_380_220_878_1007	580815_581619_581827_582036_582207_582939_583614	581385_581803_582019_582207_582256_583085_583946	581619_581827_582036_582207_582939_583614_658549	581803_582019_582207_582256_583085_583946_666816	957.96	261	3.68	28	8_2_2_1_9_6	56_3_4_3_3_3	2	32	1	1	0	1	1	0	0	582440	582440	NA	NA	                      graph_bin_annot3(11,579000,584000,c(3,4,5,6))		Two-Sided Unidirectional	1565	519.8308	590.325	551.7662	422.3665	8.7754
89	FA6	1500	FA	6	11	457094	457349	457465	457579	457221.75	457521.75	(5:3)_(3:5)_(4:4aCO)	2_nonsis	117	300	484	3	176_124	                      0_19	352_230	457094_457349_457465	457349_457446_457579	457349_457465_507278	457446_457579_507364	320.31	40	7.95	3	1_2	5_78	3	20	1	1	0	2	2	1	1	457371.75	457371.75	NA	NA	                      graph_bin_annot3(11,456000,458000,c(5,6,7,8))		One-Sided Bidirectional	242	255.8414	253.7894	279.1336	143.9341	3.53
99	FA6	1500	FA	6	12	448793	449248	449709	449747	449020.25	449728.25	5:3	1	462	708	953	1	708	461	954	448793_449709	449248_449747	449709_515064	449747_515468	68.6	79	0.86	3	3	7	1	1	1	0	1	1	1	1	1	449374.25	449374.25	NA	NA	                      graph_bin_annot3(12,447000,450000,c(7,8))		One-Sided	476.5	148.004	125.2106	90.707	52.2077	1.0624
98	FA6	1500	FA	6	12	386104	386133	388456	388801	386118.5	388628.5	5:3	1	2324	2510	2696	1	2510	2323	2697	386104_388456	386133_388801	388456_448793	388801_449248	916.01	224	4.08	12	12	8	1	1	1	0	1	1	1	1	1	387373.5	387373.5	NA	NA	                      graph_bin_annot3(12,385000,389000,c(7,8))		One-Sided	1348	911.6269	990.3927	831.8426	333.3757	20.6262
102	FA6	1500	FA	6	12	643914	644075	645971	646705	643994.25	646338.25	5:3_4:4_5:3	1	1897	2344	2790	3	266_684_1394	                      60_166_633	471_1203_2154	643914_644135_644551_645971	644075_644385_645338_646705	644135_644551_645971_679633	644385_645338_646705_680510	756.6	232	3.26	10	3_2_5	4_4_4	1	3	1	0	1	1	1	1	1	645166.25	645166.25	NA	NA	                      graph_bin_annot3(12,642000,647000,c(3,4))		One-Sided + patch	1395	571.1188	700.8797	496.2816	509.2001	5.4746
96	FA6	1500	FA	6	12	286350	286840	289908	289997	286594.75	289952.75	5:3_4:4_5:3_6:2_5:3	1	3069	3358	3646	5	484_1473_1100_12_288	                      0_1172_1032_0_239	969_1774_1169_23_337	286350_286840_288491_289646_289660_289908	286840_287319_288614_289660_289669_289997	286840_288491_289646_289660_289908_320997	287319_288614_289660_289669_289997_322903	448.63	304	1.48	21	1_7_9_1_3	7_7_7_8_8	1	3	1	0	1	1	1	1	1	288273.75	288273.75	NA	NA	                      graph_bin_annot3(12,285000,290000,c(7,8))		One-Sided + patch	1823	389.3352	437.8708	361.487	578.7361	2.3006
104	FA6	1500	FA	6	12	837962	840577	840682	843387	839269.5	842034.5	5:3_5:3a	1	106	2765	5424	2	1360_1405	                      0_0	2720_2810	837962_840577_840682	840577_840682_843387	840577_840682_877838	840682_843387_877966	1207.2	452	2.67	2	1_1	6_56	2	11	1	0	1	1	1	1	1	840652	840652	NA	NA	                      graph_bin_annot3(12,836000,844000,c(5,6))		Two-sided	2712	1131.3625	1532.2206	1387.5384	911.3309	38.5414
95	FA6	1500	FA	6	12	243937	244048	247449	247833	243992.75	247640.75	3:5_4:4_3:5_3:5a	1	3402	3648	3895	4	1451_164_540_1494	                      1260_0_345_1134	1642_327_736_1853	243937_245308_245579_245980_247449	244048_245579_245635_246315_247833	245308_245579_245980_247449_286350	245579_245635_246315_247833_286840	902.19	324	2.78	29	13_1_3_12	6_6_6_56	2	14	1	0	1	1	1	1	1	245816.75	245816.75	NA	NA	                      graph_bin_annot3(12,242000,248000,c(5,6))		Two-sided + patch	1947.5	513.3582	519.1239	439.623	359.0465	9.7198
97	FA6	1500	FA	6	12	320997	322903	324050	325206	321950	324628	3:5_2:6_3:5a	2_nonsis	1148	2678	4208	3	1286_574_818	                      0_0_0	2573_1147_1636	320997_322903_323570_324050	322903_323570_324050_325206	322903_323570_324050_386104	323570_324050_325206_386133	823.72	350	2.35	3	1_1_1	123_3_2	3	30	1	0	1	1	2	2	1	323289	323289	NA	NA	                      graph_bin_annot3(12,319000,326000,c(1,2,3,4))		Two Chr	2104	545.4115	402.0467	1533.0952	424.2653	11.5806
106	FA6	1500	FA	6	12	1024747	1025152	1025801	1026077	1024949.25	1025939.25	(5:3)_(4:4aCO)	2_nonsis	650	990	1329	2	990	649	1330	1024747_1025801	1025152_1026077	1025801_1059350	1026077_1078177	340.54	111	3.08	6	6	124	1	1	1	1	0	1	1	0	0	1025444.25	1025444.25	NA	NA	                      graph_bin_annot3(12,1023000,1027000,c(1,2,3,4))		One-Sided Unidirectional	664.5	560.1066	402.2879	365.4191	386.532	4.6862
94	FA6	1500	FA	6	12	139322	140166	142017	142324	139744.25	142170.25	(3:5)_(4:4aCO)	2_nonsis	1852	2426	3001	2	2426	1851	3002	139322_142017	140166_142324	142017_243937	142324_244048	284.28	250	1.14	7	7	346	1	2	1	1	0	1	1	0	0	140957.25	140957.25	NA	NA	                      graph_bin_annot3(12,138000,143000,c(3,4,5,6))		One-Sided Unidirectional	1500.5	295.6406	305.2803	377.0472	314.1778	3.717
101	FA6	1500	FA	6	12	572946	573483	573804	574096	573214.25	573950.25	(6:2)_(4:4aCO)	2_nonsis	322	736	1149	2	736	321	1150	572946_573804	573483_574096	573804_643914	574096_644075	510.32	96	5.33	5	5	12	1	15	1	1	0	1	2	1	0	573582.25	573582.25	NA	NA	                      graph_bin_annot3(12,571000,575000,c(1,2,3,4))		Full Conversion	574.5	616.2247	496.4229	418.3963	196.3874	6.4348
100	FA6	1500	FA	6	12	515064	515468	515064	515468	515165	515367	(4:4aCO)	2_nonsis	0	202	403	1	0	0	0	515064	515468	572946	573483	30.11	34	0.9	0	0	0	1	100	1	1	0	1	1	0	0	515266	515266	NA	NA	                      graph_bin_annot3(12,514000,516000,c(1,2,3,4))		No Strand Transfer	201.5	56.4737	54.1704	125.7742	9.672	0.0806
93	FA6	1500	FA	6	12	20715	20975	22509	22811	20845	22660	(5:3)_(5:3a)_(4:4aCO)	2_nonsis	1535	1815	2095	3	1131_684	                      982_514	1280_854	20715_21957_22509	20975_21995_22811	21957_22509_139322	21995_22811_140166	253.19	174	1.45	15	10_5	4_36	2	30	1	1	0	1	1	0	0	21752.5	21752.5	NA	NA	                      graph_bin_annot3(12,19000,23000,c(3,4,5,6))		Two-Sided Unidirectional	1047.5	316.3631	430.5647	276.3411	152.8072	6.0892
105	FA6	1500	FA	6	12	877838	877966	879756	880251	877901.75	880003.75	(3:5)_(4:4)_(3:5a)_(4:4)_(4:4aCO)	2_nonsis	1791	2102	2412	5	255_383_776_688	                      110_0_33_0	400_766_1518_1376	877838_878076_878238_878875_879756	877966_878238_878842_879756_880251	878076_878238_878875_879756_1024747	878238_878842_879756_880251_1025152	379.53	201	1.89	8	4_1_2_1	2_2_1_1	2	32	1	1	0	1	1	0	0	878952.75	878952.75	NA	NA	                      graph_bin_annot3(12,876000,881000,c(1,2,7,8))		Two-Sided Unidirectional	1206	284.0066	249.7305	298.735	164.531	6.9974
103	FA6	1500	FA	6	12	679633	680510	681614	681851	680071.5	681732.5	(3:5)_(5:3)_(3:5a)_(4:4aCO)	2_nonsis	1105	1661	2217	4	971_300_390	                      478_49_75	1464_551_705	679633_680988_681146_681614	680510_681097_681539_681851	680988_681146_681614_837962	681097_681539_681851_840577	360.78	185	1.95	8	3_2_3	6_34_45	3	20	1	1	0	2	2	1	1	680902	680902	NA	NA	                      graph_bin_annot3(12,678000,682000,c(3,4,5,6))		Two-Sided Bidirectional	1108.5	262.2082	263.7669	325.7067	184.5453	1.459
111	FA6	1500	FA	6	13	336695	336784	338548	338851	336739.5	338699.5	5:3_5:3a	1	1765	1960	2155	2	714_1246	                      392_816	1037_1675	336695_337176_338548	336784_337732_338851	337176_338548_395179	337732_338851_395296	183.1	179	1.02	10	4_6	1_12	2	11	1	0	1	1	1	1	1	337719.5	337719.5	NA	NA	                      graph_bin_annot3(13,335000,339000,c(1,2))		Two-sided	1077.5	183.0879	187.2888	161.5969	73.3497	1.0092
113	FA6	1500	FA	6	13	509691	509869	511256	511585	509780.25	511420.25	3:5_3:5a_2:6_3:5a	1	1388	1640	1893	4	709_587_162_183	                      510_348_24_10	908_826_299_356	509691_510379_510947_511229_511256	509869_510599_511205_511246_511585	510379_510947_511229_511256_559312	510599_511205_511246_511585_559794	841.98	158	5.34	12	5_3_2_2	5_56_5_5	2	14	1	0	1	1	1	1	1	510600.25	510600.25	NA	NA	                      graph_bin_annot3(13,508000,512000,c(5,6))		Two-sided + patch	946.5	1031.6072	1249.9901	885.248	441.2215	23.418
108	FA6	1500	FA	6	13	132910	133001	133555	133610	132955.5	133582.5	3:5_4:4_3:5a	1	555	627	699	3	353_188_86	                      211_32_0	495_343_173	132910_133212_133437_133555	133001_133405_133555_133610	133212_133437_133555_178203	133405_133555_133610_178325	44.91	58	0.77	7	3_3_1	1_1_2	2	16	1	0	1	1	1	1	1	133269	133269	NA	NA	                      graph_bin_annot3(13,131000,134000,c(1,2))		Two-sided	349.5	31.1109	25.3974	25.5244	14.7714	0.3454
107	FA6	1500	FA	6	13	42127	43336	43336	44157	42731.5	43746.5	(5:3)_(4:4aCO)	2_nonsis	1	1015	2029	2	1015	0	2030	42127_43336	43336_44157	43336_132910	44157_133001	873.07	169	5.17	1	1	125	1	1	1	1	0	1	1	0	0	43239	43239	NA	NA	                      graph_bin_annot3(13,41000,45000,c(1,2,5,6))		One-Sided Unidirectional	1014.5	1112.6884	1019.1992	743.978	565.1504	28.2458
110	FA6	1500	FA	6	13	258060	258493	258493	258884	258276.5	258688.5	(3:5)_(4:4aCO)	2_nonsis	1	412	823	2	412	0	824	258060_258493	258493_258884	258493_336695	258884_336784	73.04	69	1.07	1	1	5	1	2	1	1	0	1	1	0	0	258482.5	258482.5	NA	NA	                      graph_bin_annot3(13,257000,259000,c(5,6,7,8))		One-Sided Unidirectional	411.5	157.4215	240.3361	192.0159	84.2128	3.6406
118	FA6	1500	FA	6	13	900142	901050	901903	902029	900596	901966	(3:5)_(4:4ai)_(4:4bCO)	2_nonsis	854	1370	1886	3	786_584	                      300_488	1273_679	900142_901350_901903	901050_901415_902029	901350_901903_917449	901415_902029_924431	53.3	157	0.34	6	2_4	5_7	1	11	1	1	0	1	1	0	0	901281	901281	NA	NA	                      graph_bin_annot3(13,899000,903000,c(5,6,7,8))		Sym 4:4	943	66.8245	49.1329	41.183	45.3467	0.293
116	FA6	1500	FA	6	13	713980	715257	715590	715643	714618.5	715616.5	(4:4aCO)_(2:6)_(4:4a)	2_nonsis	334	998	1662	3	805_193	                      0_0	1610_386	713980_715257_715590	715257_715590_715643	715257_715590_859174	715590_715643_859920	962.9	138	6.96	2	1_1	1278_78	1	12	1	1	0	1	1	0	0	715117.5	715117.5	NA	NA	                      graph_bin_annot3(13,712000,716000,c(1,2,7,8))		One-Sided Unidirectional	831	889.4475	889.9868	861.3245	858.5202	43.9482
114	FA6	1500	FA	6	13	559312	559794	561662	561922	559553	561792	(3:5)_(4:4)_(2:6)_(4:4)_(3:5)_(4:4aCO)	2_nonsis	1869	2239	2609	6	449_287_624_541_338	                      0_51_111_0_152	898_523_1136_1082_525	559312_559794_560261_560428_561397_561662	559794_560210_560317_561397_561510_561922	559794_560261_560428_561397_561662_667202	560210_560317_561397_561510_561922_667456	448.13	217	2.06	9	1_2_3_1_2	5_5_56_56_5	1	12	1	1	0	1	1	0	0	560672.5	560672.5	NA	NA	                      graph_bin_annot3(13,558000,562000,c(1,2,5,6))		One-Sided Unidirectional	1304.5	443.9585	444.6158	460.7554	694.1104	6.2214
109	FA6	1500	FA	6	13	178203	178325	178780	179112	178264	178946	(3:5)_(5:3)_(4:4aCO)	2_nonsis	456	682	908	3	411_271	                      245_0	577_542	178203_178570_178780	178325_178780_179112	178570_178780_258060	178780_179112_258493	277.37	76	3.67	3	2_1	1_56	3	20	1	1	0	2	2	1	1	178605	178605	NA	NA	                      graph_bin_annot3(13,177000,180000,c(1,2,5,6))		One-Sided Bidirectional	454	225.3811	300.9371	246.3056	341.801	3.9142
112	FA6	1500	FA	6	13	395179	395296	396864	397127	395237.5	396995.5	(3:5)_(4:4)_(5:3)_(4:4aCO)	2_nonsis	1569	1758	1947	4	876_720_163	                      673_544_0	1078_895_326	395179_395969_396801_396864	395296_396257_396864_397127	395969_396801_396864_509691	396257_396864_397127_509869	1403.63	162	8.66	16	4_11_1	3_3_356	3	20	1	1	0	2	2	1	1	396116.5	396116.5	NA	NA	                      graph_bin_annot3(13,394000,398000,c(3,4,5,6))		One-Sided Bidirectional	973.5	1162.7413	1277.7108	1217.8705	787.9417	31.5122
115	FA6	1500	FA	6	13	667202	667456	668902	669285	667329.25	669093.25	(3:5)_(2:6)_(4:4)_(5:3)_(4:4aCO)	2_nonsis	1447	1764	2082	5	936_100_289_438	                      751_0_0_0	1122_201_578_877	667202_668207_668324_668408_668902	667456_668324_668408_668902_669285	668207_668324_668408_668902_713980	668324_668408_668902_669285_715257	1986.01	173	11.46	9	6_1_1_1	7_8_78_347	3	20	1	1	0	2	2	1	1	668211.25	668211.25	NA	NA	                      graph_bin_annot3(13,666000,670000,c(3,4,7,8))		One-Sided Bidirectional	1041	1070.4232	1051.3478	1164.9338	1127.3801	39.4508
117	FA6	1500	FA	6	13	859174	859920	861205	861520	859546.75	861362.75	(5:3)_(4:4aCO)_(2:6)_(3:5)_(4:4a)	2_nonsis	1286	1816	2345	5	504_632_512_168	                      0_0_0_0	1007_1264_1024_336	859174_859920_860181_861184_861205	859920_860181_861184_861205_861520	859920_860181_861184_861205_900142	860181_861184_861205_861520_901050	1009.29	195	5.17	4	1_1_1_1	567_8_56_5	3	20	1	1	0	2	2	1	1	860454.75	860454.75	NA	NA	                      graph_bin_annot3(13,858000,862000,c(5,6,7,8))		One-Sided Bidirectional	1172.5	1092.1042	1057.0473	875.9956	877.0195	48.1174
121	FA6	1500	FA	6	14	405841	405878	405878	406133	405859.5	406005.5	3:5	1	1	146	291	1	146	0	292	405841_405878	405878_406133	405878_435509	406133_435739	1002.87	24	41.39	1	1	2	1	2	1	0	1	1	1	1	1	405932.5	405932.5	NA	NA	                      graph_bin_annot3(14,404000,407000,c(1,2))		One-Sided	145.5	454.9705	371.2267	384.0737	784.5695	14.1726
123	FA6	1500	FA	6	14	598176	602658	602658	602860	600417	602759	3:5	1	1	2342	4683	1	2342	0	4684	598176_602658	602658_602860	602658_603874	602860_604879	28.13	390	0.07	1	1	2	1	2	1	0	1	1	1	1	1	601588	601588	NA	NA	                      graph_bin_annot3(14,597000,603000,c(1,2))		One-Sided	2341.5	63.2474	53.2438	42.0971	33.8234	0.3952
119	FA6	1500	FA	6	14	82092	82362	82667	82802	82226.75	82734.75	(6:2)_(4:4aCO)	2_nonsis	306	508	709	2	508	305	710	82092_82667	82362_82802	82667_354740	82802_354924	211.24	59	3.58	3	3	34	1	15	1	1	0	1	2	1	0	82480.75	82480.75	NA	NA	                      graph_bin_annot3(14,81000,83000,c(1,2,3,4))		Full Conversion	354.5	253.8064	224.4202	152.8632	536.025	4.5586
124	FA6	1500	FA	6	14	603874	604879	605054	606035	604376.5	605544.5	(6:2)_(4:4aCO)	2_nonsis	176	1168	2160	2	1168	175	2161	603874_605054	604879_606035	605054_691295	606035_692612	1031.01	180	5.73	3	3	34	1	15	1	1	0	1	2	1	0	604960.5	604960.5	NA	NA	                      graph_bin_annot3(14,602000,607000,c(1,2,3,4))		Full Conversion	1080	721.9136	923.099	905.151	1219.5006	20.959
125	FA6	1500	FA	6	14	691295	692612	691295	692612	691624.5	692282.5	(4:4aCO)	2_nonsis	0	658	1316	1	0	0	0	691295	692612	781201	784333	295.14	110	2.69	0	0	0	1	100	1	1	0	1	1	0	0	691953.5	691953.5	NA	NA	                      graph_bin_annot3(14,690000,693000,c(5,6,7,8))		No Strand Transfer	658	297.235	259.8155	247.3262	646.6955	5.1116
120	FA6	1500	FA	6	14	354740	354924	357348	357361	354832.25	357354.25	(5:3)_(6:2)_(5:3)_(5:3a)_(4:4aCO)	2_nonsis	2425	2522	2620	5	352_371_984_815	                      155_211_121_0	549_531_1848_1630	354740_355079_355500_355731_357348	354924_355289_355610_357348_357361	355079_355500_355731_357348_405841	355289_355610_357348_357361_405878	1389.81	218	6.37	9	3_2_3_1	2_1_1_15	2	30	1	1	0	1	1	0	0	356093.25	356093.25	NA	NA	                      graph_bin_annot3(14,353000,358000,c(1,2,5,6))		Two-Sided Unidirectional	1310	1030.7626	1171.941	997.3341	1670.8753	19.9212
122	FA6	1500	FA	6	14	435509	435739	436376	437546	435624	436961	(3:5)_(3:5a)_(4:4aCO)	2_nonsis	638	1337	2036	3	212_1124	                      0_442	425_1807	435509_435739_436376	435739_435934_437546	435739_436376_598176	435934_437546_602658	59.22	170	0.35	4	1_3	4_38	2	31	1	1	0	1	1	0	0	436292.5	436292.5	NA	NA	                      graph_bin_annot3(14,434000,438000,c(3,4,7,8))		Two-Sided Unidirectional	1018	104.4369	78.0194	95.7363	20.9245	0.4076
135	FA6	1500	FA	6	15	700968	701028	701028	701208	700998	701118	5:3	1	1	120	239	1	120	0	240	700968_701028	701028_701208	701028_769458	701208_769620	724.52	20	36.41	1	1	6	1	1	1	0	1	1	1	1	1	701058	701058	NA	NA	                      graph_bin_annot3(15,699000,702000,c(5,6))		One-Sided	119.5	540.0596	732.5639	968.5348	997.4091	21.1388
127	FA6	1500	FA	6	15	68988	69357	69841	69894	69172.5	69867.5	5:3	1	485	695	905	1	695	484	906	68988_69841	69357_69894	69841_192748	69894_193609	161.39	75	2.14	5	5	6	1	1	1	0	1	1	1	1	1	69520	69520	NA	NA	                      graph_bin_annot3(15,67000,70000,c(5,6))		One-Sided	452.5	150.5657	181.2653	115.165	84.685	1.4678
136	FA6	1500	FA	6	15	769458	769620	769620	770027	769539.25	769823.25	3:5	1	1	284	568	1	284	0	569	769458_769620	769620_770027	769620_802489	770027_802733	222.09	47	4.7	1	1	3	1	2	1	0	1	1	1	1	1	769681.25	769681.25	NA	NA	                      graph_bin_annot3(15,768000,771000,c(3,4))		One-Sided	284	110.5388	121.3921	165.6787	163.8053	1.0586
138	FA6	1500	FA	6	15	891275	891444	891830	892334	891359.75	892081.75	3:5	1	387	722	1058	1	722	386	1059	891275_891830	891444_892334	891830_948408	892334_948744	241.83	88	2.75	7	7	7	1	2	1	0	1	1	1	1	1	891720.75	891720.75	NA	NA	                      graph_bin_annot3(15,890000,893000,c(7,8))		One-Sided	529	230.5949	263.4194	278.2795	309.3813	3.4326
139	FA6	1500	FA	6	15	948408	948744	949753	949900	948576.25	949826.25	5:3_5:3a	1	1010	1250	1491	2	760_491	                      492_318	1027_664	948408_949236_949753	948744_949435_949900	949236_949753_978831	949435_949900_978953	513.28	124	4.13	16	3_13	5_56	2	11	1	0	1	1	1	1	1	949201.25	949201.25	NA	NA	                      graph_bin_annot3(15,947000,950000,c(5,6))		Two-sided	745.5	356.1248	345.5591	285.3638	734.8804	3.7198
131	FA6	1500	FA	6	15	456645	457110	458684	458891	456877.5	458787.5	3:5_3:5a	1	1575	1910	2245	2	1192_718	                      717_372	1667_1064	456645_457827_458684	457110_458312_458891	457827_458684_480144	458312_458891_480673	458.5	187	2.45	11	6_5	5_56	2	12	1	0	1	1	1	1	1	457832.5	457832.5	NA	NA	                      graph_bin_annot3(15,455000,459000,c(5,6))		Two-sided	1122.5	335.7165	380.5795	409.2429	574.2535	3.4542
140	FA6	1500	FA	6	15	978831	978953	979732	979760	978892	979746	5:3_5:3a_4:4_5:3a	1	780	854	928	4	653_71_64_66	                      532_0_0_0	774_142_127_133	978831_979485_979605_979627_979732	978953_979605_979627_979732_979760	979485_979605_979627_979732_1024766	979605_979627_979732_979760_1025192	107.59	77	1.39	12	9_1_1_1	3_34_4_4	2	13	1	0	1	1	1	1	1	979319	979319	NA	NA	                      graph_bin_annot3(15,977000,980000,c(3,4))		Two-sided + patch	464	147.9405	155.0993	138.5471	123.7862	0.3276
128	FA6	1500	FA	6	15	192748	193609	195386	195644	193178.75	195514.75	5:3_5:3a	2_nonsis	1778	2336	2895	2	1258_1079	                      302_425	2213_1733	192748_193911_195386	193609_194961_195644	193911_195386_240519	194961_195644_240538	1813.27	241	7.52	11	5_6	256_25	3	30	1	0	1	1	2	2	1	194346.75	194346.75	NA	NA	                      graph_bin_annot3(15,191000,196000,c(1,2,5,6))		Two Chr	1447.5	1063.6511	862.5762	1356.085	1065.6311	21.2388
137	FA6	1500	FA	6	15	802489	802733	803637	804529	802611	804083	(5:3)_(6:2)_(4:4aCO)	2_nonsis	905	1472	2039	3	516_956	                      51_166	982_1745	802489_802784_803637	802733_803471_804529	802784_803637_891275	803471_804529_891444	399.27	170	2.35	4	2_2	1_2	1	7	1	1	0	1	1	0	0	803347	803347	NA	NA	                      graph_bin_annot3(15,801000,805000,c(1,2,3,4))		One-Sided Unidirectional	1019.5	376.0843	314.1585	447.8895	139.0583	4.1212
132	FA6	1500	FA	6	15	480144	480673	481143	481447	480408.75	481294.75	(6:2)_(5:3)_(4:4aCO)	2_nonsis	471	886	1302	3	381_506	                      0_237	762_774	480144_480673_481143	480673_480906_481447	480673_481143_484571	480906_481447_485571	556.22	108	5.13	4	1_3	34_7	1	8	1	1	0	1	1	0	0	480851.75	480851.75	NA	NA	                      graph_bin_annot3(15,479000,482000,c(3,4,7,8))		One-Sided Unidirectional	651	513.7244	715.4333	595.027	812.4504	10.0482
