id	Meiosis	threshold	Genotype	GenotypeID	chr	start5	start3	stop5	stop3	debut	fin	type	chromatids	len_min	len_mid	len_max	nb_seg	seg_len_mid	seg_len_min	seg_len_max	seg_start5	seg_start3	seg_stop5	seg_stop3	PanHpM	GenomeHpM	Obs_Exp_HpM	nb_snp	seg_nb_SNP	SpAff	groupe	classe	LSB	LCO	LNCO	CutMin	CutMax	MaxNCO	MinNCO	midpoint	midpoint1	midpoint2	midpoint3	commande	Notes	B_type	extend	LocalEventHpM_NWT	LocalEventHpM_Ntel	LocalEventHpM_Ntkd	LocalEventHpM_SFA	LocalEventHpM_DC
69	FA6	1500	FA	6	8	422538	422684	422684	422786	422611	422735	(6:2)_(4:4aCO)	2_nonsis	1	124	247	2	124	0	248	422538_422684	422684_422786	422684_484090	422786_485522	2070.4	21	100.65	1	1	12	1	15	1	1	0	1	2	1	0	422673	422673	NA	NA	                      graph_bin_annot3(8,421000,423000,c(1,2,5,6))		Full Conversion	123.5	985.3274	1039.1289	1420.6659	2428.428	30.3022
70	FA6	1500	FA	6	8	484090	485522	487644	488458	484806	488051	(5:3)_(4:4)_(2:6)_(4:4)_(4:4aCO)	3	2123	3245	4367	0	887_1052_481_825	                      0_705_193_306	1774_1399_769_1344	484090_485522_486569_487114_487644	485522_485864_486921_487338_488458	485522_486569_487114_487644_525446	485864_486921_487338_488458_525472	686.02	364	1.89	20	1_10_5_4	6_6_12_12	0	2	2	1	1	2	2	1	1	486428.5	485617.25	487239.75	NA	                      graph_bin_annot3(8,483000,489000,c(1,2,3,4,5,6))		>2 Chr CO	2183.5	464.7149	390.8219	420.0357	349.211	8.1654
71	FA6	1500	FA	6	9	93224	93363	94263	94456	93293.5	94359.5	(2:6)_(4:4aCO)	2_nonsis	901	1066	1231	2	1066	900	1232	93224_94263	93363_94456	94263_131891	94456_132148	174.71	102	1.7	10	10	78	1	16	1	1	0	1	2	1	0	93826.5	93826.5	NA	NA	                      graph_bin_annot3(9,92000,95000,c(3,4,7,8))		Full Conversion	615.5	184.7985	258.5095	150.9636	438.4645	4.1982
78	FA6	1500	FA	6	10	257383	257445	258301	258658	257413.75	258479.75	(2:6)_(3:5)_(4:4aCO)	2_nonsis	857	1066	1274	3	224_842	                      0_470	448_1213	257383_257445_258301	257445_257831_258658	257445_258301_338042	257831_258658_338561	3.95	106	0.04	8	1_7	78_5	1	10	1	1	0	1	1	0	0	257946.75	257946.75	NA	NA	                      graph_bin_annot3(10,256000,259000,c(5,6,7,8))		One-Sided Unidirectional	637	5.4938	3.1761	4.5176	7.844	0.0516
75	FA6	1500	FA	6	10	31175	31246	32465	32957	31210.75	32710.75	(2:6)_(4:4)_(4:4aCO)	2_nonsis	1220	1500	1781	3	80_1421	                      0_1131	159_1711	31175_31246_32465	31246_31334_32957	31246_32465_69094	31334_32957_69155	564.61	148	3.81	23	1_22	12_12	1	12	1	1	0	1	1	0	0	31960.75	31960.75	NA	NA	                      graph_bin_annot3(10,30000,33000,c(1,2,3,4))		One-Sided Unidirectional	890.5	730.1132	759.7937	742.2232	348.8956	22.601
88	FA6	1500	FA	6	11	360019	360238	364623	364711	360128.75	364666.75	3:5_4:4_3:5_4:4_3:5_2:6_3:5_5:3_3:5a_4:4ai_3:5a_3:5b	2_nonsis	4386	4538	4691	12	292_213_194_163_1210_37_146_134_791_590_380_386	                      66_0_0_13_1130_0_75_0_657_440_205_256	519_426_389_313_1291_74_216_269_925_741_555_517	360019_360304_360538_360730_360940_362173_362231_362322_362447_363248_363812_364194_364623	360238_360538_360730_360927_361043_362231_362247_362447_362591_363372_363989_364367_364711	360304_360538_360730_360940_362173_362231_362322_362447_363248_363812_364194_364623_457094	360538_360730_360927_361043_362231_362247_362447_362591_363372_363989_364367_364711_457349	901.21	391	2.31	51	2_1_1_3_19_1_4_1_5_3_4_7	4_4_4_4_4_3_3_12_13_3_3_24	3	31	1	0	1	1	2	2	1	362397.75	362397.75	NA	NA	                      graph_bin_annot3(11,359000,365000,c(1,2,3,4))		Two Chr	2345.5	553.7195	633.724	507.147	578.4323	13.8274
87	FA6	1500	FA	6	11	333757	334135	334135	334655	333946	334395	(6:2)_(4:4aCO)	2_nonsis	1	449	897	2	449	0	898	333757_334135	334135_334655	334135_360019	334655_360238	349.43	75	4.68	1	1	34	1	15	1	1	0	1	2	1	0	334170.5	334170.5	NA	NA	                      graph_bin_annot3(11,332000,335000,c(3,4,5,6))		Full Conversion	448.5	587.784	466.5473	546.8424	2060.5032	12.9308
92	FA6	1500	FA	6	11	580815	581385	583614	583946	581100	583780	(2:6)_(3:5)_(4:4aCO)_(3:5a)_(4:4a)_(3:5a)_(4:4a)	2_nonsis	2230	2680	3130	7	611_212_198_110_780_768	                      234_24_17_0_683_529	988_400_380_220_878_1007	580815_581619_581827_582036_582207_582939_583614	581385_581803_582019_582207_582256_583085_583946	581619_581827_582036_582207_582939_583614_658549	581803_582019_582207_582256_583085_583946_666816	957.96	261	3.68	28	8_2_2_1_9_6	56_3_4_3_3_3	2	32	1	1	0	1	1	0	0	582440	582440	NA	NA	                      graph_bin_annot3(11,579000,584000,c(3,4,5,6))		Two-Sided Unidirectional	1565	519.8308	590.325	551.7662	422.3665	8.7754
96	FA6	1500	FA	6	12	286350	286840	289908	289997	286594.75	289952.75	5:3_4:4_5:3_6:2_5:3	1	3069	3358	3646	5	484_1473_1100_12_288	                      0_1172_1032_0_239	969_1774_1169_23_337	286350_286840_288491_289646_289660_289908	286840_287319_288614_289660_289669_289997	286840_288491_289646_289660_289908_320997	287319_288614_289660_289669_289997_322903	448.63	304	1.48	21	1_7_9_1_3	7_7_7_8_8	1	3	1	0	1	1	1	1	1	288273.75	288273.75	NA	NA	                      graph_bin_annot3(12,285000,290000,c(7,8))		One-Sided + patch	1823	389.3352	437.8708	361.487	578.7361	2.3006
97	FA6	1500	FA	6	12	320997	322903	324050	325206	321950	324628	3:5_2:6_3:5a	2_nonsis	1148	2678	4208	3	1286_574_818	                      0_0_0	2573_1147_1636	320997_322903_323570_324050	322903_323570_324050_325206	322903_323570_324050_386104	323570_324050_325206_386133	823.72	350	2.35	3	1_1_1	123_3_2	3	30	1	0	1	1	2	2	1	323289	323289	NA	NA	                      graph_bin_annot3(12,319000,326000,c(1,2,3,4))		Two Chr	2104	545.4115	402.0467	1533.0952	424.2653	11.5806
101	FA6	1500	FA	6	12	572946	573483	573804	574096	573214.25	573950.25	(6:2)_(4:4aCO)	2_nonsis	322	736	1149	2	736	321	1150	572946_573804	573483_574096	573804_643914	574096_644075	510.32	96	5.33	5	5	12	1	15	1	1	0	1	2	1	0	573582.25	573582.25	NA	NA	                      graph_bin_annot3(12,571000,575000,c(1,2,3,4))		Full Conversion	574.5	616.2247	496.4229	418.3963	196.3874	6.4348
113	FA6	1500	FA	6	13	509691	509869	511256	511585	509780.25	511420.25	3:5_3:5a_2:6_3:5a	1	1388	1640	1893	4	709_587_162_183	                      510_348_24_10	908_826_299_356	509691_510379_510947_511229_511256	509869_510599_511205_511246_511585	510379_510947_511229_511256_559312	510599_511205_511246_511585_559794	841.98	158	5.34	12	5_3_2_2	5_56_5_5	2	14	1	0	1	1	1	1	1	510600.25	510600.25	NA	NA	                      graph_bin_annot3(13,508000,512000,c(5,6))		Two-sided + patch	946.5	1031.6072	1249.9901	885.248	441.2215	23.418
116	FA6	1500	FA	6	13	713980	715257	715590	715643	714618.5	715616.5	(4:4aCO)_(2:6)_(4:4a)	2_nonsis	334	998	1662	3	805_193	                      0_0	1610_386	713980_715257_715590	715257_715590_715643	715257_715590_859174	715590_715643_859920	962.9	138	6.96	2	1_1	1278_78	1	12	1	1	0	1	1	0	0	715117.5	715117.5	NA	NA	                      graph_bin_annot3(13,712000,716000,c(1,2,7,8))		One-Sided Unidirectional	831	889.4475	889.9868	861.3245	858.5202	43.9482
114	FA6	1500	FA	6	13	559312	559794	561662	561922	559553	561792	(3:5)_(4:4)_(2:6)_(4:4)_(3:5)_(4:4aCO)	2_nonsis	1869	2239	2609	6	449_287_624_541_338	                      0_51_111_0_152	898_523_1136_1082_525	559312_559794_560261_560428_561397_561662	559794_560210_560317_561397_561510_561922	559794_560261_560428_561397_561662_667202	560210_560317_561397_561510_561922_667456	448.13	217	2.06	9	1_2_3_1_2	5_5_56_56_5	1	12	1	1	0	1	1	0	0	560672.5	560672.5	NA	NA	                      graph_bin_annot3(13,558000,562000,c(1,2,5,6))		One-Sided Unidirectional	1304.5	443.9585	444.6158	460.7554	694.1104	6.2214
115	FA6	1500	FA	6	13	667202	667456	668902	669285	667329.25	669093.25	(3:5)_(2:6)_(4:4)_(5:3)_(4:4aCO)	2_nonsis	1447	1764	2082	5	936_100_289_438	                      751_0_0_0	1122_201_578_877	667202_668207_668324_668408_668902	667456_668324_668408_668902_669285	668207_668324_668408_668902_713980	668324_668408_668902_669285_715257	1986.01	173	11.46	9	6_1_1_1	7_8_78_347	3	20	1	1	0	2	2	1	1	668211.25	668211.25	NA	NA	                      graph_bin_annot3(13,666000,670000,c(3,4,7,8))		One-Sided Bidirectional	1041	1070.4232	1051.3478	1164.9338	1127.3801	39.4508
117	FA6	1500	FA	6	13	859174	859920	861205	861520	859546.75	861362.75	(5:3)_(4:4aCO)_(2:6)_(3:5)_(4:4a)	2_nonsis	1286	1816	2345	5	504_632_512_168	                      0_0_0_0	1007_1264_1024_336	859174_859920_860181_861184_861205	859920_860181_861184_861205_861520	859920_860181_861184_861205_900142	860181_861184_861205_861520_901050	1009.29	195	5.17	4	1_1_1_1	567_8_56_5	3	20	1	1	0	2	2	1	1	860454.75	860454.75	NA	NA	                      graph_bin_annot3(13,858000,862000,c(5,6,7,8))		One-Sided Bidirectional	1172.5	1092.1042	1057.0473	875.9956	877.0195	48.1174
119	FA6	1500	FA	6	14	82092	82362	82667	82802	82226.75	82734.75	(6:2)_(4:4aCO)	2_nonsis	306	508	709	2	508	305	710	82092_82667	82362_82802	82667_354740	82802_354924	211.24	59	3.58	3	3	34	1	15	1	1	0	1	2	1	0	82480.75	82480.75	NA	NA	                      graph_bin_annot3(14,81000,83000,c(1,2,3,4))		Full Conversion	354.5	253.8064	224.4202	152.8632	536.025	4.5586
124	FA6	1500	FA	6	14	603874	604879	605054	606035	604376.5	605544.5	(6:2)_(4:4aCO)	2_nonsis	176	1168	2160	2	1168	175	2161	603874_605054	604879_606035	605054_691295	606035_692612	1031.01	180	5.73	3	3	34	1	15	1	1	0	1	2	1	0	604960.5	604960.5	NA	NA	                      graph_bin_annot3(14,602000,607000,c(1,2,3,4))		Full Conversion	1080	721.9136	923.099	905.151	1219.5006	20.959
120	FA6	1500	FA	6	14	354740	354924	357348	357361	354832.25	357354.25	(5:3)_(6:2)_(5:3)_(5:3a)_(4:4aCO)	2_nonsis	2425	2522	2620	5	352_371_984_815	                      155_211_121_0	549_531_1848_1630	354740_355079_355500_355731_357348	354924_355289_355610_357348_357361	355079_355500_355731_357348_405841	355289_355610_357348_357361_405878	1389.81	218	6.37	9	3_2_3_1	2_1_1_15	2	30	1	1	0	1	1	0	0	356093.25	356093.25	NA	NA	                      graph_bin_annot3(14,353000,358000,c(1,2,5,6))		Two-Sided Unidirectional	1310	1030.7626	1171.941	997.3341	1670.8753	19.9212
137	FA6	1500	FA	6	15	802489	802733	803637	804529	802611	804083	(5:3)_(6:2)_(4:4aCO)	2_nonsis	905	1472	2039	3	516_956	                      51_166	982_1745	802489_802784_803637	802733_803471_804529	802784_803637_891275	803471_804529_891444	399.27	170	2.35	4	2_2	1_2	1	7	1	1	0	1	1	0	0	803347	803347	NA	NA	                      graph_bin_annot3(15,801000,805000,c(1,2,3,4))		One-Sided Unidirectional	1019.5	376.0843	314.1585	447.8895	139.0583	4.1212
132	FA6	1500	FA	6	15	480144	480673	481143	481447	480408.75	481294.75	(6:2)_(5:3)_(4:4aCO)	2_nonsis	471	886	1302	3	381_506	                      0_237	762_774	480144_480673_481143	480673_480906_481447	480673_481143_484571	480906_481447_485571	556.22	108	5.13	4	1_3	34_7	1	8	1	1	0	1	1	0	0	480851.75	480851.75	NA	NA	                      graph_bin_annot3(15,479000,482000,c(3,4,7,8))		One-Sided Unidirectional	651	513.7244	715.4333	595.027	812.4504	10.0482
141	FA6	1500	FA	6	15	1024766	1025192	1025234	1025392	1024979	1025313	(2:6)_(4:4aCO)	2_nonsis	43	334	625	2	334	42	626	1024766_1025234	1025192_1025392	1025234_1071476	1025392_1071498	36.03	52	0.69	2	2	12	1	16	1	1	0	1	2	1	0	1025146	1025146	NA	NA	                      graph_bin_annot3(15,1023000,1026000,c(1,2,3,4))		Full Conversion	312.5	28.3183	21.7572	31.5396	13.4825	0.0516
133	FA6	1500	FA	6	15	484571	485571	489293	489366	485071.25	489329.25	(4:4ai)_(5:3)_(4:4ai)_(6:2i)_(5:3)_(4:4bCO)	3	3723	4258	4794	0	1430_268_328_390_1842	                      923_3_0_0_1484	1937_534_655_781_2200	484571_486494_486511_487028_487166_489293	485571_486508_487028_487166_487809_489366	486494_486511_487028_487166_489293_658010	486508_487028_487166_487809_489366_658322	1196.84	399	3	36	9_3_1_1_22	37_8_8_12_128	0	2	2	1	1	2	2	1	1	487200.25	486135.75	488264.75	NA	                      graph_bin_annot3(15,483000,490000,c(1,2,3,4,7,8))		>2 Chr CO	2397	1389.2989	1310.1198	1351.9568	2907.5823	18.4384
147	FA6	1500	FA	6	16	502118	503157	503314	503873	502637.5	503593.5	2:6_3:5	1	158	956	1754	2	537_419	                      0_122	1074_716	502118_503157_503314	503157_503192_503873	503157_503314_525308	503192_503873_525445	1331.57	146	9.12	4	1_3	12_2	1	8	1	0	1	1	1	1	1	503115.5	503115.5	NA	NA	                      graph_bin_annot3(16,501000,504000,c(1,2))		Full Conversion	877	948.3999	914.2477	693.0867	1185.7819	49.5712
144	FA6	1500	FA	6	16	213190	213534	214281	214333	213362	214307	(6:2)_(5:3)_(4:4aCO)	2_nonsis	748	945	1142	3	812_132	                      534_0	1091_265	213190_214068_214281	213534_214281_214333	214068_214281_222957	214281_214333_223697	765.48	95	8.05	7	6_1	12_6	1	8	1	1	0	1	1	0	0	213834.5	213834.5	NA	NA	                      graph_bin_annot3(16,212000,215000,c(1,2,5,6))		One-Sided Unidirectional	571	984.5584	864.8596	747.0002	650.7674	57.0294
149	FA6	1500	FA	6	16	686122	687687	687978	688591	686904.5	688284.5	(4:4aCO)_(6:2)_(4:4a)	2_nonsis	292	1380	2468	3	938_442	                      21_0	1856_883	686122_687708_687978	687687_687978_688591	687708_687978_785712	687978_688591_785737	427.41	205	2.08	3	2_1	1278_12	1	12	1	1	0	1	1	0	0	687594.5	687594.5	NA	NA	                      graph_bin_annot3(16,685000,689000,c(1,2,7,8))		One-Sided Unidirectional	1234	459.4017	509.9474	515.1462	311.9678	8.4962
143	FA6	1500	FA	6	16	138435	138601	138809	139202	138517.75	139005.75	(6:2)_(4:4aCO)	2_nonsis	209	488	766	2	488	208	767	138435_138809	138601_139202	138809_213190	139202_213534	293.16	64	4.6	3	3	56	1	15	1	1	0	1	2	1	0	138761.75	138761.75	NA	NA	                      graph_bin_annot3(16,137000,140000,c(1,2,5,6))		Full Conversion	383	334.5637	368.2503	343.5512	178.5174	8.52
145	FA6	1500	FA	6	16	222957	223697	227039	227828	223327.25	227433.25	(3:5)_(3:5a)_(2:6)_(3:5b)_(4:4aCO)	3	3343	4106	4870	0	2671_690_102_644	                      2196_528_0_204	3146_852_204_1083	222957_225893_226631_226745_227039	223697_226103_226745_226835_227828	225893_226631_226745_227039_357487	226103_226745_226835_227828_357813	346.96	405	0.86	29	16_8_1_4	2_18_8_5	0	2	2	1	1	2	2	1	1	225380.25	224353.75	226406.75	NA	                      graph_bin_annot3(16,221000,228000,c(1,2,5,6,7,8))		>2 Chr CO	2435	335.8133	421.1729	416.7804	270.8625	2.3322
22	OEM1	1500	OEM	1	3	288099	288246	288455	289600	288172.5	289027.5	5:3_6:2_5:3	1	210	855	1500	3	138_108_610	                      0_6_0	275_209_1220	288099_288246_288380_288455	288246_288374_288455_289600	288246_288380_288455_307039	288374_288455_289600_316620	93.77	125	0.75	4	1_2_1	7_8_8	1	3	1	0	1	1	1	1	1	288600	288600	NA	NA	                      graph_bin_annot3(3,287000,290000,c(7,8))		One-Sided + patch	750	322.6798	304.2241	304.3624	80.4851	9.8624
38	OEM1	1500	OEM	1	4	928114	928279	928988	929658	928196.75	929322.75	(3:5)_(2:6)_(4:4ai)_(4:4bCO)	2_nonsis	710	1126	1543	4	320_356_451	                      0_3_0	639_709_902	928114_928279_928756_928988	928279_928753_928988_929658	928279_928756_928988_954985	928753_928988_929658_955099	10.86	128	0.08	4	1_2_1	5_6_67	1	11	1	1	0	1	1	0	0	928759.75	928759.75	NA	NA	                      graph_bin_annot3(4,927000,930000,c(5,6,7,8))		Sym 4:4	771.5	11.491	6.8336	5.5413	5.8704	0
62	OEM1	1500	OEM	1	7	391859	392010	392193	392315	391934.25	392254.25	6:2_3:5	2_nonsis	184	320	455	2	167_152	                      0_0	334_305	391859_392010_392193	392010_392193_392315	392010_392193_447534	392193_392315_447761	42.94	38	1.13	2	1_1	56_456	3	30	1	0	1	1	2	2	1	392094.25	392094.25	NA	NA	                      graph_bin_annot3(7,390000,393000,c(3,4,5,6))		Two Chr	227.5	54.0215	43.6145	60.54	7.6219	0.1728
59	OEM1	1500	OEM	1	7	225550	225759	226082	226141	225654.5	226111.5	(5:3)_(5:3a)_(6:2)_(4:4aCO)	2_nonsis	324	457	590	4	170_178_110	                      0_36_4	339_319_216	225550_225759_225925_226082	225759_225889_226078_226141	225759_225925_226082_254373	225889_226078_226141_254489	690.46	49	14.05	6	1_3_2	2_12_2	2	30	1	1	0	1	1	0	0	225883	225883	NA	NA	                      graph_bin_annot3(7,224000,227000,c(1,2,7,8))		Two-Sided Unidirectional	295	747.3714	769.4287	851.513	1743.6089	40.0662
116	OEM1	1500	OEM	1	14	542443	543829	544998	545184	543136	545091	4:4ai_3:5_2:6_3:5	2_nonsis	1170	1955	2740	4	930_636_168_220	                      0_358_0_0	1860_915_337_440	542443_543829_544661_544744_544998	543829_544303_544744_544998_545184	543829_544661_544744_544998_691115	544303_544744_544998_545184_691294	410.13	228	1.8	8	1_5_1_1	25_5_1_1	3	31	1	0	1	1	2	2	1	544113.5	544113.5	NA	NA	                      graph_bin_annot3(14,541000,546000,c(1,2,5,6))		Two Chr	1370	423.346	394.147	370.4461	151.9305	6.0444
111	OEM1	1500	OEM	1	14	183060	183855	184449	184629	183457.25	184539.25	(4:4ai)_(3:5)_(2:6)_(3:5a)_(4:4bCO)	2_nonsis	595	1082	1568	5	441_192_150_298	                      0_93_3_117	882_291_297_480	183060_183855_184035_184149_184449	183855_183942_184146_184332_184629	183855_184035_184149_184449_216919	183942_184146_184332_184629_218903	3.45	131	0.03	7	1_2_2_2	25_5_1_6	2	32	1	1	0	1	1	0	0	183998.25	183998.25	NA	NA	                      graph_bin_annot3(14,182000,185000,c(1,2,5,6))		Two-Sided Unidirectional	784	4.1993	2.5903	6.4634	4.467	0
128	OEM1	1500	OEM	1	15	700551	700804	701300	701466	700677.25	701383.25	2:6_4:4_3:5	1	497	706	914	3	208_232_265	                      0_60_92	417_404_438	700551_700804_701028_701300	700804_700968_701208_701466	700804_701028_701300_721240	700968_701208_701466_721322	959.94	76	12.61	7	1_2_4	12_12_2	1	8	1	0	1	1	1	1	1	701030.25	701030.25	NA	NA	                      graph_bin_annot3(15,699000,702000,c(1,2))		Full Conversion	457	655.8796	859.1236	1196.7388	1084.9121	24.7406
3	OEM2	1500	OEM	2	1	191617	191704	192429	192723	191660.25	192576.25	5:3_5:3a_6:2_5:3a	1	726	916	1105	4	334_246_130_206	                      114_26_27_0	553_467_233_411	191617_191818_192196_192312_192429	191704_192170_192285_192429_192723	191818_192196_192312_192429_204245	192170_192285_192429_192723_230218	489.1	92	5.32	13	3_2_7_1	6_56_6_6	2	13	1	0	1	1	1	1	1	192118.25	192118.25	NA	NA	                      graph_bin_annot3(1,190000,193000,c(5,6))	NA	Two-sided + patch	552.5	1021.6454	1220.3109	1047.7377	301.9519	34.2006
12	OEM2	1500	OEM	2	2	739698	739882	740518	740972	739790	740745	2:6	1	637	955	1273	1	955	636	1274	739698_740518	739882_740972	740518_801524	740972_813184	188.53	106	1.78	10	10	12	1	10.1	1	0	1	1	1	1	1	740267.5	740267.5	NA	NA	                      graph_bin_annot3(2,738000,741000,c(1,2))	NA	Full Conversion	636.5	183.653	181.8277	163.3673	188.7039	0.9072
6	OEM2	1500	OEM	2	2	465156	465417	469374	474261	465286.5	471817.5	5:3_4:4_5:3a_4:4ai_6:2_4:4ai	2_nonsis	3958	6531	9104	6	278_830_2242_360_237_2584	                      54_609_1881_0_0_30	501_1050_2604_720_474_5139	465156_465471_466266_468402_468870_469122_469374	465417_465657_466521_468870_469122_469344_474261	465471_466266_468402_468870_469122_469374_474308	465657_466521_468870_469122_469344_474261_474402	1691.86	758	2.23	18	2_6_6_1_1_2	5_5_6_4_45_45	3	31	1	0	1	1	2	2	1	468552	468552	NA	NA	                      graph_bin_annot3(2,464000,475000,c(3,4,5,6))	NA	Two Chr	4552	2175.9904	2043.1606	2111.8648	1490.9304	63.1778
21	OEM2	1500	OEM	2	4	805798	806142	808094	808234	805970	808164	2:6_4:4_2:6	1	1953	2194	2435	3	1802_230_162	                      1486_2_8	2118_458_316	805798_807628_807918_808094	806142_807916_808086_808234	807628_807918_808094_834790	807916_808086_808234_834899	489.59	203	2.41	18	14_2_2	56_56_56	1	8	1	0	1	1	1	1	1	807067	807067	NA	NA	                      graph_bin_annot3(4,804000,809000,c(5,6))	NA	Full Conversion	1217.5	349.033	466.5778	387.0705	286.6196	9.1186
19	OEM2	1500	OEM	2	4	586457	587057	587057	587932	586756.75	587494.75	6:2	1	1	738	1474	1	738	0	1475	586457_587057	587057_587932	587057_716612	587932_716641	51.82	123	0.42	1	1	34	1	10	1	0	1	1	1	1	1	587125.75	587125.75	NA	NA	                      graph_bin_annot3(4,585000,588000,c(3,4))	NA	Full Conversion	737	87.1564	66.2514	63.8663	31.8376	0.471
30	OEM2	1500	OEM	2	5	553016	553226	553849	554060	553120.75	553954.75	3:5_2:6_3:5a	1	624	834	1043	3	290_252_292	                      36_0_83	543_504_501	553016_553262_553559_553849	553226_553559_553766_554060	553262_553559_553849_566942	553559_553766_554060_576874	12.34	87	0.14	6	3_1_2	4_3_4	2	20	1	0	1	1	1	1	1	553537.75	553537.75	NA	NA	                      graph_bin_annot3(5,552000,555000,c(3,4))	NA	Two-sided	521.5	26.8314	20.0995	20.4924	7.0968	0.103
40	OEM2	1500	OEM	2	8	66280	66558	67460	68025	66418.75	67742.75	2:6	1	903	1324	1744	1	1324	902	1745	66280_67460	66558_68025	67460_230093	68025_230165	610.02	145	4.2	7	7	34	1	10.1	1	0	1	1	1	1	1	67080.75	67080.75	NA	NA	                      graph_bin_annot3(8,65000,69000,c(3,4))	NA	Full Conversion	872	413.8457	326.0148	405.9233	225.1033	5.5604
50	OEM2	1500	OEM	2	10	77203	78874	80313	80376	78038.5	80344.5	3:5_2:6_4:4_3:5a	1	1440	2306	3172	4	1540_85_354_326	                      677_4_123_117	2404_166_585_536	77203_79551_79611_79840_80313	78874_79607_79717_80196_80376	79551_79611_79840_80313_302097	79607_79717_80196_80376_302882	421.98	264	1.6	18	4_2_6_6	7_8_78_8	2	23	1	0	1	1	1	1	1	79191.5	79191.5	NA	NA	                      graph_bin_annot3(10,76000,81000,c(7,8))	NA	Two-sided + patch	1586	441.695	529.4636	363.2878	103.0273	7.0234
89	OEM2	1500	OEM	2	14	674690	676029	677352	677422	675359.25	677387.25	3:5_3:5a_2:6_3:5b	2_nonsis	1324	2028	2731	4	1202_308_190_327	                      441_182_12_149	1962_435_369_505	674690_676470_676834_676917_677352	676029_676652_676905_677203_677422	676470_676834_676917_677352_781274	676652_676905_677203_677422_784333	590.27	227	2.6	11	3_3_2_3	178_18_8_7	3	30	1	0	1	1	2	2	1	676373.25	676373.25	NA	NA	                      graph_bin_annot3(14,673000,678000,c(1,2,7,8))	NA	Two Chr	1365.5	566.1691	460.7739	567.5276	92.7691	4.1098
109	OEM2	1500	OEM	2	16	783796	784177	786015	786161	783986.25	786088.25	3:5_6:2_5:3_3:5a	2_nonsis	1839	2102	2364	4	1401_258_318_126	                      1020_0_198_0	1782_515_437_251	783796_785197_785578_785910_786015	784177_785578_785712_786015_786161	785197_785578_785910_786015_887552	785578_785712_786015_786161_887709	1744.67	197	8.86	9	4_1_3_1	1_134_2_34	3	30	1	0	1	1	2	2	1	785037.25	785037.25	NA	NA	                      graph_bin_annot3(16,782000,787000,c(1,2,3,4))	NA	Two Chr	1182	1366.8171	1475.8394	1698.495	2378.5301	47.974
1	OM1	1500	OM	1	1	36160	36898	38689	38888	36528.75	38788.75	(2:6)_(3:5)_(5:3)_(4:4aCO)_(3:5)_(4:4a)	2_nonsis	1792	2260	2727	6	430_373_83_160_1214	                      0_275_0_93_1094	859_471_166_226_1335	36160_36898_37294_37369_37553_38689	36898_37019_37369_37460_37595_38888	36898_37294_37369_37553_38689_61708	37019_37369_37460_37595_38888_61999	431.85	227	1.9	20	1_2_1_3_13	34_6_34_345_5	3	20	1	1	0	2	2	1	1	37658.75	37658.75	NA	NA	                      graph_bin_annot3(1,35000,39000,c(3,4,5,6))		One-Sided Bidirectional	1363.5	497.6275	527.2113	459.991	600.147	8.7926
26	OM1	1500	OM	1	2	786902	787329	787939	788189	787115.75	788063.75	5:3_6:2_5:3	1	611	948	1286	3	511_94_344	                      291_5_136	731_183_551	786902_787620_787638_787939	787329_787633_787803_788189	787620_787638_787939_800937	787633_787803_788189_813184	56.76	107	0.53	11	5_2_4	4_3_3	1	3	1	0	1	1	1	1	1	787589.75	787589.75	NA	NA	                      graph_bin_annot3(2,785000,789000,c(3,4))		One-Sided + patch	643	99.764	135.5845	38.4357	56.6311	1.7894
17	OM1	1500	OM	1	2	504535	504568	505298	506138	504551.75	505717.75	(6:2)_(4:4aCO)	2_nonsis	731	1166	1602	2	1166	730	1603	504535_505298	504568_506138	505298_558042	506138_558499	400.75	133	3	7	7	56	1	15	1	1	0	1	2	1	0	505134.75	505134.75	NA	NA	                      graph_bin_annot3(2,503000,507000,c(5,6,7,8))		Full Conversion	801	146.5078	147.7409	141.8421	336.5733	1.623
8	OM1	1500	OM	1	2	70638	70774	72233	72395	70706	72314	(5:3)_(4:4ai)_(3:5)_(2:6)_(3:5)_(4:4bCO)	2_nonsis	1460	1608	1756	6	512_268_141_296_391	                      387_144_68_194_215	638_392_214_397_567	70638_71161_71420_71621_71828_72233	70774_71276_71553_71634_72018_72395	71161_71420_71621_71828_72233_215989	71276_71553_71634_72018_72395_216051	1762.43	146	12.05	17	2_3_3_4_5	5_3_4_5_5	3	21	1	1	0	2	2	1	1	71510	71510	NA	NA	                      graph_bin_annot3(2,69000,73000,c(3,4,5,6))		Sym 4:4	878	1614.7235	1690.0984	720.9849	1636.0773	46.9486
33	OM1	1500	OM	1	3	272348	273723	276551	277187	273035.25	276869.25	(5:3)_(4:4)_(5:3)_(6:2)_(4:4aCO)	2_nonsis	2829	3834	4838	5	1176_637_372_1648	                      450_429_0_1128	1902_845_744_2169	272348_274173_274679_275018_276551	273723_274250_275018_275423_277187	274173_274679_275018_276551_303499	274250_275018_275423_277187_316620	388.42	403	0.96	23	11_6_1_5	1_1_1_2	1	12	1	1	0	1	1	0	0	274952.25	274952.25	NA	NA	                      graph_bin_annot3(3,271000,278000,c(1,2,3,4))		One-Sided Unidirectional	2419	660.5484	518.2118	671.751	404.0084	16.0916
